Eel Gene ID	Eel Protein ID	Eel Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSEEEP00000030804	ENSEEEG00000014737	crb3a	ENSPKIP00000032960	ENSPKIG00000012853	
ENSEEEP00000051487	ENSEEEG00000024173	dusp22b	ENSPKIP00000026155	ENSPKIG00000008750	dusp22b
ENSEEEP00000008673	ENSEEEG00000004504	cplx4a	ENSPKIP00000008508	ENSPKIG00000023970	cplx4a
ENSEEEP00000003575	ENSEEEG00000001958	UBIAD1	ENSPKIP00000032595	ENSPKIG00000012639	ubiad1
ENSEEEP00000008671	ENSEEEG00000004500	rx3	ENSPKIP00000022781	ENSPKIG00000006655	rx3
ENSEEEP00000046433	ENSEEEG00000021863		ENSPKIP00000040243	ENSPKIG00000017287	
ENSEEEP00000005461	ENSEEEG00000002866	odf3l2b	ENSPKIP00000040533	ENSPKIG00000017453	cimap1d
ENSEEEP00000003567	ENSEEEG00000001951	MMP23B	ENSPKIP00000032562	ENSPKIG00000012616	MMP23B
ENSEEEP00000045193	ENSEEEG00000021336	si:rp71-19m20.1	ENSPKIP00000016792	ENSPKIG00000002972	si:rp71-19m20.1
ENSEEEP00000051476	ENSEEEG00000024167	foxq1a	ENSPKIP00000013423	ENSPKIG00000000871	foxq1a
ENSEEEP00000005459	ENSEEEG00000002865	CKS2	ENSPKIP00000026657	ENSPKIG00000009044	cks2
ENSEEEP00000046437	ENSEEEG00000021864		ENSPKIP00000012485	ENSPKIG00000000251	
ENSEEEP00000028857	ENSEEEG00000013859	oacyl	ENSPKIP00000022643	ENSPKIG00000006526	oacyl
ENSEEEP00000017103	ENSEEEG00000008051	si:dkey-33m11.8	ENSPKIP00000024795	ENSPKIG00000007440	
ENSEEEP00000051475	ENSEEEG00000024166	foxf2a	ENSPKIP00000026614	ENSPKIG00000009023	
ENSEEEP00000005458	ENSEEEG00000002864	shc2	ENSPKIP00000040458	ENSPKIG00000017414	shc2
ENSEEEP00000038350	ENSEEEG00000018219	SLTM	ENSPKIP00000006503	ENSPKIG00000022760	sltm
ENSEEEP00000052799	ENSEEEG00000028435	foxc1a	ENSPKIP00000013392	ENSPKIG00000000850	FOXC1
ENSEEEP00000021418	ENSEEEG00000010097	POLR3E	ENSPKIP00000024719	ENSPKIG00000007836	polr3e
ENSEEEP00000028855	ENSEEEG00000013857		ENSPKIP00000022715	ENSPKIG00000006613	
ENSEEEP00000038349	ENSEEEG00000018217	MINDY2	ENSPKIP00000006396	ENSPKIG00000022684	mindy2
ENSEEEP00000003550	ENSEEEG00000001930	cdk11b	ENSPKIP00000032525	ENSPKIG00000012591	cdk11b
ENSEEEP00000005453	ENSEEEG00000002860		ENSPKIP00000026509	ENSPKIG00000008963	
ENSEEEP00000055875	ENSEEEG00000025610	RMI1	ENSPKIP00000004764	ENSPKIG00000021735	rmi1
ENSEEEP00000057542	ENSEEEG00000028196	INVS	ENSPKIP00000036056	ENSPKIG00000014755	invs
ENSEEEP00000005450	ENSEEEG00000002859	shdb	ENSPKIP00000026460	ENSPKIG00000008906	shda
ENSEEEP00000054976	ENSEEEG00000028172	s1pr3a	ENSPKIP00000040005	ENSPKIG00000017142	s1pr3a
ENSEEEP00000063131	ENSEEEG00000002851	mettl27	ENSPKIP00000039964	ENSPKIG00000017115	mier2
ENSEEEP00000011729	ENSEEEG00000005907	cdab	ENSPKIP00000025635	ENSPKIG00000008437	CDA
ENSEEEP00000003643	ENSEEEG00000001984	C9orf64	ENSPKIP00000004673	ENSPKIG00000021683	qng1
ENSEEEP00000012774	ENSEEEG00000006419	ticam1	ENSPKIP00000033861	ENSPKIG00000013407	ticam1
ENSEEEP00000000217	ENSEEEG00000000164	wrnip1	ENSPKIP00000013316	ENSPKIG00000000778	wrnip1
ENSEEEP00000005427	ENSEEEG00000002849	plpp2b	ENSPKIP00000039934	ENSPKIG00000017075	plpp2b
ENSEEEP00000061753	ENSEEEG00000027307		ENSPKIP00000023507	ENSPKIG00000007115	
ENSEEEP00000063302	ENSEEEG00000029135	SNX24	ENSPKIP00000006600	ENSPKIG00000022799	snx24
ENSEEEP00000063470	ENSEEEG00000001987	GKAP1	ENSPKIP00000004591	ENSPKIG00000021632	gkap1
ENSEEEP00000025929	ENSEEEG00000012561	si:ch211-235o23.1	ENSPKIP00000023440	ENSPKIG00000007061	tmem71
ENSEEEP00000000165	ENSEEEG00000000108	DHX30	ENSPKIP00000013230	ENSPKIG00000000741	dhx30
ENSEEEP00000025924	ENSEEEG00000012559	IFT57	ENSPKIP00000023360	ENSPKIG00000007015	ift57
ENSEEEP00000057255	ENSEEEG00000021876	parla	ENSPKIP00000032840	ENSPKIG00000012782	parlb
ENSEEEP00000016365	ENSEEEG00000008102	TEX10	ENSPKIP00000036082	ENSPKIG00000014782	tex10
ENSEEEP00000001917	ENSEEEG00000001201	si:ch73-127m5.3	ENSPKIP00000029816	ENSPKIG00000010917	
ENSEEEP00000054757	ENSEEEG00000028030	cavin4a	ENSPKIP00000023304	ENSPKIG00000006987	cavin4a
ENSEEEP00000012746	ENSEEEG00000006225	TIMM44	ENSPKIP00000030928	ENSPKIG00000011604	TIMM44
ENSEEEP00000036349	ENSEEEG00000017279	loxa	ENSPKIP00000006647	ENSPKIG00000022841	loxa
ENSEEEP00000016360	ENSEEEG00000008099	si:ch211-197h24.6	ENSPKIP00000036152	ENSPKIG00000014817	si:ch211-197h24.6
ENSEEEP00000052859	ENSEEEG00000012555	SLC39A6	ENSPKIP00000023193	ENSPKIG00000006915	slc39a6
ENSEEEP00000045165	ENSEEEG00000021315	GET4	ENSPKIP00000017479	ENSPKIG00000003369	get4
ENSEEEP00000063340	ENSEEEG00000029015		ENSPKIP00000004619	ENSPKIG00000021645	fgf21
ENSEEEP00000003461	ENSEEEG00000001928	SLC35E2B	ENSPKIP00000032490	ENSPKIG00000012570	si:ch73-236j9.2
ENSEEEP00000003455	ENSEEEG00000001925		ENSPKIP00000032451	ENSPKIG00000012533	
ENSEEEP00000000200	ENSEEEG00000000166	NDUFS4	ENSPKIP00000017084	ENSPKIG00000003139	ndufs4
ENSEEEP00000035575	ENSEEEG00000016942	NPM3	ENSPKIP00000024294	ENSPKIG00000007609	npm3
ENSEEEP00000055569	ENSEEEG00000026004	TMEM67	ENSPKIP00000036233	ENSPKIG00000014869	tmem67
ENSEEEP00000044402	ENSEEEG00000020946	SLC38A9	ENSPKIP00000010930	ENSPKIG00000025454	slc38a9
ENSEEEP00000036359	ENSEEEG00000017289	SMYD4	ENSPKIP00000032108	ENSPKIG00000012323	smyd4
ENSEEEP00000011076	ENSEEEG00000005613	sco2	ENSPKIP00000037675	ENSPKIG00000015760	sco2
ENSEEEP00000000095	ENSEEEG00000000067	si:dkey-3h3.3	ENSPKIP00000023969	ENSPKIG00000007403	si:dkey-3h3.3
ENSEEEP00000044629	ENSEEEG00000021071	FAM204A	ENSPKIP00000011736	ENSPKIG00000018710	fam204a
ENSEEEP00000025852	ENSEEEG00000012461	CYP7B1	ENSPKIP00000040476	ENSPKIG00000017430	cyp7b1
ENSEEEP00000011084	ENSEEEG00000005615	NCAPH2	ENSPKIP00000014342	ENSPKIG00000001436	NCAPH2
ENSEEEP00000053404	ENSEEEG00000025046	SOCS2	ENSPKIP00000037644	ENSPKIG00000015735	socs2
ENSEEEP00000036365	ENSEEEG00000017293	OVCA2	ENSPKIP00000025200	ENSPKIG00000008162	ovca2
ENSEEEP00000030738	ENSEEEG00000014709	MRPL12	ENSPKIP00000032825	ENSPKIG00000012772	mrpl12
ENSEEEP00000062020	ENSEEEG00000028445	CRADD	ENSPKIP00000037620	ENSPKIG00000015725	cradd
ENSEEEP00000036372	ENSEEEG00000017297	SMG6	ENSPKIP00000025294	ENSPKIG00000008205	
ENSEEEP00000011117	ENSEEEG00000005627	RPAP3	ENSPKIP00000041530	ENSPKIG00000018036	rpap3
ENSEEEP00000038268	ENSEEEG00000018189	lipca	ENSPKIP00000039851	ENSPKIG00000017054	lipca
ENSEEEP00000004213	ENSEEEG00000002227	RPUSD4	ENSPKIP00000008533	ENSPKIG00000023986	rpusd4
ENSEEEP00000050164	ENSEEEG00000023599	btr12	ENSPKIP00000007086	ENSPKIG00000023120	btr12
ENSEEEP00000011121	ENSEEEG00000005642	ATP23	ENSPKIP00000041604	ENSPKIG00000018089	atp23
ENSEEEP00000050163	ENSEEEG00000023598	PCP4L1	ENSPKIP00000026287	ENSPKIG00000008837	si:dkey-46i9.1
ENSEEEP00000040476	ENSEEEG00000019171	glipr2l	ENSPKIP00000006244	ENSPKIG00000022602	glipr2l
ENSEEEP00000050162	ENSEEEG00000023597	ZNF219	ENSPKIP00000006934	ENSPKIG00000023025	znf219
ENSEEEP00000053047	ENSEEEG00000021193	VPS35L	ENSPKIP00000017381	ENSPKIG00000003287	vps35l
ENSEEEP00000014088	ENSEEEG00000006996	si:dkey-147f3.4	ENSPKIP00000030702	ENSPKIG00000011468	
ENSEEEP00000046797	ENSEEEG00000021915	ATG16L1	ENSPKIP00000032727	ENSPKIG00000012688	atg16l1
ENSEEEP00000015381	ENSEEEG00000007637	LANCL2	ENSPKIP00000023120	ENSPKIG00000006870	lancl2
ENSEEEP00000014507	ENSEEEG00000007219	plekhg7	ENSPKIP00000010990	ENSPKIG00000025485	plekhg7
ENSEEEP00000040486	ENSEEEG00000019172	nacad	ENSPKIP00000006276	ENSPKIG00000022623	nacad
ENSEEEP00000050158	ENSEEEG00000023593	FBXW9	ENSPKIP00000006871	ENSPKIG00000022983	arhgef40
ENSEEEP00000056267	ENSEEEG00000028034	METTL9	ENSPKIP00000024601	ENSPKIG00000007788	mettl9
ENSEEEP00000040488	ENSEEEG00000019177	TBRG4	ENSPKIP00000006412	ENSPKIG00000022701	tbrg4
ENSEEEP00000014093	ENSEEEG00000006998	si:ch211-224l10.4	ENSPKIP00000023956	ENSPKIG00000007398	mfsd2al1
ENSEEEP00000050156	ENSEEEG00000023592	si:cabz01007802.1	ENSPKIP00000025850	ENSPKIG00000008561	apold1a
ENSEEEP00000036395	ENSEEEG00000017306	zdhhc20a	ENSPKIP00000010238	ENSPKIG00000025028	zdhhc20b
ENSEEEP00000038164	ENSEEEG00000018122	aqp9b	ENSPKIP00000006128	ENSPKIG00000022537	
ENSEEEP00000040495	ENSEEEG00000019180	si:dkey-12j5.1	ENSPKIP00000010738	ENSPKIG00000025343	si:dkey-12j5.1
ENSEEEP00000058781	ENSEEEG00000005735	ARRDC2	ENSPKIP00000021609	ENSPKIG00000005934	arrdc2
ENSEEEP00000050143	ENSEEEG00000023590	NDRG2	ENSPKIP00000006443	ENSPKIG00000022641	ndrg2
ENSEEEP00000014102	ENSEEEG00000007005	fkbp1ab	ENSPKIP00000041444	ENSPKIG00000017995	fkbp1aa
ENSEEEP00000040498	ENSEEEG00000019183		ENSPKIP00000040903	ENSPKIG00000017688	
ENSEEEP00000014110	ENSEEEG00000007008	SDCBP2	ENSPKIP00000024106	ENSPKIG00000007488	sdcbp2
ENSEEEP00000009268	ENSEEEG00000004750	GINS1	ENSPKIP00000028975	ENSPKIG00000010392	gins1
ENSEEEP00000062060	ENSEEEG00000025681	il6st	ENSPKIP00000001248	ENSPKIG00000019610	IL6ST
ENSEEEP00000012354	ENSEEEG00000006217	CTXN1	ENSPKIP00000030886	ENSPKIG00000011592	CTXN1
ENSEEEP00000057552	ENSEEEG00000028854		ENSPKIP00000001062	ENSPKIG00000019493	
ENSEEEP00000062009	ENSEEEG00000027033	KANK2	ENSPKIP00000038670	ENSPKIG00000016353	kank2
ENSEEEP00000038020	ENSEEEG00000018055		ENSPKIP00000038717	ENSPKIG00000016385	
ENSEEEP00000009276	ENSEEEG00000004759	NINL	ENSPKIP00000029066	ENSPKIG00000010435	ninl
ENSEEEP00000036415	ENSEEEG00000017314	hhla2a.1	ENSPKIP00000011738	ENSPKIG00000018712	
ENSEEEP00000050140	ENSEEEG00000023588	zgc:55733	ENSPKIP00000006651	ENSPKIG00000022837	
ENSEEEP00000014112	ENSEEEG00000007009	snphb	ENSPKIP00000024275	ENSPKIG00000007599	snphb
ENSEEEP00000011538	ENSEEEG00000005817	si:ch211-1a19.3	ENSPKIP00000021448	ENSPKIG00000005851	si:ch211-1a19.3
ENSEEEP00000009284	ENSEEEG00000004763	AIFM2	ENSPKIP00000031307	ENSPKIG00000011840	aifm2
ENSEEEP00000015384	ENSEEEG00000007639	VOPP1	ENSPKIP00000023084	ENSPKIG00000006847	vopp1b
ENSEEEP00000063051	ENSEEEG00000005818	WDR18	ENSPKIP00000021335	ENSPKIG00000005770	wdr18
ENSEEEP00000020732	ENSEEEG00000010120		ENSPKIP00000016577	ENSPKIG00000002846	
ENSEEEP00000014127	ENSEEEG00000007015	SLCO4A1	ENSPKIP00000021954	ENSPKIG00000006158	slco4a1
ENSEEEP00000015392	ENSEEEG00000007643	VSTM2A	ENSPKIP00000018943	ENSPKIG00000004322	vstm2a
ENSEEEP00000014133	ENSEEEG00000007020	GATA5	ENSPKIP00000021902	ENSPKIG00000006112	gata5
ENSEEEP00000036419	ENSEEEG00000017317	RHBDD2	ENSPKIP00000035415	ENSPKIG00000014382	rhbdd2
ENSEEEP00000060535	ENSEEEG00000027923	si:ch211-63p21.8	ENSPKIP00000006758	ENSPKIG00000022907	klhl33
ENSEEEP00000051684	ENSEEEG00000024271	TMEM259	ENSPKIP00000021223	ENSPKIG00000005713	tmem259
ENSEEEP00000036927	ENSEEEG00000017495	TMEM120A	ENSPKIP00000035784	ENSPKIG00000014564	tmem120aa
ENSEEEP00000030647	ENSEEEG00000013851	HGS	ENSPKIP00000032800	ENSPKIG00000012695	hgs
ENSEEEP00000051683	ENSEEEG00000024268	MED16	ENSPKIP00000021183	ENSPKIG00000005645	MED16
ENSEEEP00000015412	ENSEEEG00000007648	STK17A	ENSPKIP00000018673	ENSPKIG00000004154	stk17a
ENSEEEP00000044275	ENSEEEG00000020917	ANKRD55	ENSPKIP00000001207	ENSPKIG00000019590	ankrd55
ENSEEEP00000050086	ENSEEEG00000023556	arhgap19	ENSPKIP00000036255	ENSPKIG00000014888	ARHGAP19
ENSEEEP00000014407	ENSEEEG00000006978	EEA1	ENSPKIP00000010980	ENSPKIG00000025472	eea1
ENSEEEP00000061039	ENSEEEG00000020908	MAP3K1	ENSPKIP00000001145	ENSPKIG00000019531	map3k1
ENSEEEP00000036937	ENSEEEG00000017541	STYXL1	ENSPKIP00000035874	ENSPKIG00000014655	styxl1
ENSEEEP00000050077	ENSEEEG00000023551		ENSPKIP00000036235	ENSPKIG00000014871	
ENSEEEP00000053622	ENSEEEG00000028685	evla	ENSPKIP00000035942	ENSPKIG00000014701	prr11
ENSEEEP00000036942	ENSEEEG00000017544	smg8	ENSPKIP00000035982	ENSPKIG00000014728	smg8
ENSEEEP00000044248	ENSEEEG00000020904	HMGCS1	ENSPKIP00000001046	ENSPKIG00000019477	hmgcs1
ENSEEEP00000036953	ENSEEEG00000017551	pom121	ENSPKIP00000036336	ENSPKIG00000014943	wu:fb30f12
ENSEEEP00000013342	ENSEEEG00000006685	NSUN5	ENSPKIP00000029858	ENSPKIG00000010935	nsun5
ENSEEEP00000020792	ENSEEEG00000010143	CHERP	ENSPKIP00000012732	ENSPKIG00000000423	cherp
ENSEEEP00000015462	ENSEEEG00000007663	napga	ENSPKIP00000023329	ENSPKIG00000006983	napga
ENSEEEP00000013338	ENSEEEG00000006681	RIPK4	ENSPKIP00000002895	ENSPKIG00000020611	ripk4
ENSEEEP00000013333	ENSEEEG00000006680	C21orf91	ENSPKIP00000002859	ENSPKIG00000020592	zgc:110006
ENSEEEP00000057221	ENSEEEG00000007671	zgc:111976	ENSPKIP00000028445	ENSPKIG00000010091	
ENSEEEP00000056098	ENSEEEG00000029119	prlra	ENSPKIP00000021685	ENSPKIG00000005991	PRLR
ENSEEEP00000012964	ENSEEEG00000006516	S100A11	ENSPKIP00000034566	ENSPKIG00000013840	s100a11
ENSEEEP00000028405	ENSEEEG00000013651	AGXT2	ENSPKIP00000021648	ENSPKIG00000005970	agxt2
ENSEEEP00000054847	ENSEEEG00000024671	s100u	ENSPKIP00000015909	ENSPKIG00000002449	si:ch211-105c13.3
ENSEEEP00000012971	ENSEEEG00000006522	PYGO2	ENSPKIP00000016100	ENSPKIG00000002578	pygo2
ENSEEEP00000055216	ENSEEEG00000025612	ralaa	ENSPKIP00000019130	ENSPKIG00000004423	ralab
ENSEEEP00000051660	ENSEEEG00000024258	palm1a	ENSPKIP00000031795	ENSPKIG00000012142	palm1a
ENSEEEP00000028381	ENSEEEG00000013649	DNAJC21	ENSPKIP00000021613	ENSPKIG00000005946	dnajc21
ENSEEEP00000051657	ENSEEEG00000024257	si:ch211-262i1.3	ENSPKIP00000031869	ENSPKIG00000012191	
ENSEEEP00000013126	ENSEEEG00000006261	supt20	ENSPKIP00000007255	ENSPKIG00000023166	supt20
ENSEEEP00000028280	ENSEEEG00000013583	CUTC	ENSPKIP00000024896	ENSPKIG00000007956	cutc
ENSEEEP00000017240	ENSEEEG00000008527	VPS13D	ENSPKIP00000029399	ENSPKIG00000010575	vps13d
ENSEEEP00000051656	ENSEEEG00000024256	si:ch211-262i1.4	ENSPKIP00000031907	ENSPKIG00000012217	si:ch211-262i1.4
ENSEEEP00000028375	ENSEEEG00000013645	arid6	ENSPKIP00000017959	ENSPKIG00000003676	
ENSEEEP00000028372	ENSEEEG00000013642	zgc:162472	ENSPKIP00000017681	ENSPKIG00000003484	
ENSEEEP00000028248	ENSEEEG00000013570	cox15	ENSPKIP00000024794	ENSPKIG00000007901	cox15
ENSEEEP00000028369	ENSEEEG00000013640	DTWD2	ENSPKIP00000006505	ENSPKIG00000022765	dtwd2
ENSEEEP00000028362	ENSEEEG00000013637	STARD4	ENSPKIP00000011190	ENSPKIG00000025591	stard4
ENSEEEP00000013014	ENSEEEG00000006556	HAX1	ENSPKIP00000033511	ENSPKIG00000013156	hax1
ENSEEEP00000056402	ENSEEEG00000013569		ENSPKIP00000036144	ENSPKIG00000014808	kcnip2
ENSEEEP00000017231	ENSEEEG00000008526	dhrs3a	ENSPKIP00000029460	ENSPKIG00000010699	dhrs3a
ENSEEEP00000026246	ENSEEEG00000012685	MIGA1	ENSPKIP00000027072	ENSPKIG00000009278	miga1
ENSEEEP00000061796	ENSEEEG00000027325	PLAGL2	ENSPKIP00000021598	ENSPKIG00000005933	
ENSEEEP00000003445	ENSEEEG00000001923	itgae.2	ENSPKIP00000033322	ENSPKIG00000013080	
ENSEEEP00000023733	ENSEEEG00000011494	POFUT1	ENSPKIP00000021531	ENSPKIG00000005881	pofut1
ENSEEEP00000026842	ENSEEEG00000012953		ENSPKIP00000032560	ENSPKIG00000012614	
ENSEEEP00000022624	ENSEEEG00000010990	NUDT18	ENSPKIP00000010158	ENSPKIG00000024982	nudt18
ENSEEEP00000006824	ENSEEEG00000003602	TMEM50B	ENSPKIP00000021127	ENSPKIG00000005647	TMEM50B
ENSEEEP00000013231	ENSEEEG00000006561	aqp10a	ENSPKIP00000008216	ENSPKIG00000023799	aqp10a
ENSEEEP00000062319	ENSEEEG00000021868	ITFG1	ENSPKIP00000020277	ENSPKIG00000005115	itfg1
ENSEEEP00000058508	ENSEEEG00000025109	OXLD1	ENSPKIP00000029674	ENSPKIG00000010837	OXLD1
ENSEEEP00000000177	ENSEEEG00000000135	GPRC5C	ENSPKIP00000029641	ENSPKIG00000010810	GPRC5C
ENSEEEP00000038858	ENSEEEG00000018428	smdt1b	ENSPKIP00000015544	ENSPKIG00000002230	smdt1b
ENSEEEP00000000162	ENSEEEG00000000117	GPR142	ENSPKIP00000029592	ENSPKIG00000010784	gpr142
ENSEEEP00000038855	ENSEEEG00000018426	DCAF15	ENSPKIP00000017104	ENSPKIG00000003156	dcaf15
ENSEEEP00000027691	ENSEEEG00000013340	DNASE1L3	ENSPKIP00000010665	ENSPKIG00000025293	DNASE1L3
ENSEEEP00000017217	ENSEEEG00000008515	RCC2	ENSPKIP00000029736	ENSPKIG00000010853	rcc2
ENSEEEP00000029459	ENSEEEG00000014106	tspy	ENSPKIP00000029933	ENSPKIG00000010967	tspy
ENSEEEP00000059622	ENSEEEG00000026889	KCNIP3	ENSPKIP00000013496	ENSPKIG00000000914	KCNIP3
ENSEEEP00000029452	ENSEEEG00000014102		ENSPKIP00000025094	ENSPKIG00000008093	
ENSEEEP00000014467	ENSEEEG00000007165	XPO5	ENSPKIP00000004165	ENSPKIG00000021336	xpo5
ENSEEEP00000029450	ENSEEEG00000014101	suv39h1b	ENSPKIP00000029792	ENSPKIG00000010905	suv39h1b
ENSEEEP00000027698	ENSEEEG00000013341	abhd6a	ENSPKIP00000010657	ENSPKIG00000025287	abhd6b
ENSEEEP00000026985	ENSEEEG00000013027	elovl1a	ENSPKIP00000026074	ENSPKIG00000008705	ELOVL1
ENSEEEP00000013478	ENSEEEG00000006743	paqr7b	ENSPKIP00000003576	ENSPKIG00000021024	paqr7b
ENSEEEP00000017197	ENSEEEG00000008512	RPL22	ENSPKIP00000019016	ENSPKIG00000004354	RPL22
ENSEEEP00000044857	ENSEEEG00000021170	lrrc3ca	ENSPKIP00000005985	ENSPKIG00000022449	lrrc3ca
ENSEEEP00000026999	ENSEEEG00000013030	CDC20	ENSPKIP00000026209	ENSPKIG00000008772	cdc20
ENSEEEP00000013485	ENSEEEG00000006744	stmn1b	ENSPKIP00000003542	ENSPKIG00000021005	STMN1
ENSEEEP00000062484	ENSEEEG00000026568	her12	ENSPKIP00000035582	ENSPKIG00000014488	
ENSEEEP00000002947	ENSEEEG00000001677		ENSPKIP00000009887	ENSPKIG00000024813	
ENSEEEP00000044844	ENSEEEG00000021155	MED24	ENSPKIP00000004253	ENSPKIG00000021411	med24
ENSEEEP00000029279	ENSEEEG00000014031	OPRL1	ENSPKIP00000001574	ENSPKIG00000019824	oprl1
ENSEEEP00000013055	ENSEEEG00000006570	RPL31	ENSPKIP00000001350	ENSPKIG00000019677	rpl31
ENSEEEP00000002913	ENSEEEG00000001664	GABRD	ENSPKIP00000032149	ENSPKIG00000012348	gabrd
ENSEEEP00000037498	ENSEEEG00000017833	GPR20	ENSPKIP00000001569	ENSPKIG00000019821	gpr20
ENSEEEP00000014382	ENSEEEG00000007156	LAMTOR3	ENSPKIP00000004356	ENSPKIG00000021500	
ENSEEEP00000002910	ENSEEEG00000001662		ENSPKIP00000032216	ENSPKIG00000012388	CFAP74
ENSEEEP00000017170	ENSEEEG00000008506	ICMT	ENSPKIP00000030107	ENSPKIG00000011083	icmt
ENSEEEP00000013050	ENSEEEG00000006569	CNOT11	ENSPKIP00000001415	ENSPKIG00000019709	cnot11
ENSEEEP00000003690	ENSEEEG00000002008	EIF2D	ENSPKIP00000031730	ENSPKIG00000012100	eif2d
ENSEEEP00000017149	ENSEEEG00000008492	her4.2	ENSPKIP00000035623	ENSPKIG00000014507	
ENSEEEP00000060094	ENSEEEG00000022049	ILKAP	ENSPKIP00000003510	ENSPKIG00000020989	ilkap
ENSEEEP00000057582	ENSEEEG00000025520	SAMD14	ENSPKIP00000004168	ENSPKIG00000021388	SAMD14
ENSEEEP00000035319	ENSEEEG00000016815	NTN4	ENSPKIP00000036140	ENSPKIG00000014811	ntn4
ENSEEEP00000059442	ENSEEEG00000027107	GOLPH3	ENSPKIP00000024131	ENSPKIG00000007505	golph3a
ENSEEEP00000035315	ENSEEEG00000016812	SNRPF	ENSPKIP00000036083	ENSPKIG00000014784	snrpf
ENSEEEP00000007417	ENSEEEG00000003894	cabp2a	ENSPKIP00000038078	ENSPKIG00000015994	cabp2a
ENSEEEP00000035310	ENSEEEG00000016807	AMDHD1	ENSPKIP00000005074	ENSPKIG00000021895	amdhd1
ENSEEEP00000027523	ENSEEEG00000013270	SELENOF	ENSPKIP00000034693	ENSPKIG00000013931	thpo
ENSEEEP00000017128	ENSEEEG00000008474	TAS1R1	ENSPKIP00000030285	ENSPKIG00000011191	tas1r1
ENSEEEP00000064381	ENSEEEG00000024910	DCP1A	ENSPKIP00000009353	ENSPKIG00000024486	dcp1a
ENSEEEP00000058454	ENSEEEG00000027572	TAF10	ENSPKIP00000032448	ENSPKIG00000012550	taf10
ENSEEEP00000055560	ENSEEEG00000026372	EFHD2	ENSPKIP00000032496	ENSPKIG00000012577	EFHD2
ENSEEEP00000061656	ENSEEEG00000028934	rln3b	ENSPKIP00000020114	ENSPKIG00000005016	rln3b
ENSEEEP00000035300	ENSEEEG00000016803	si:ch73-71d17.2	ENSPKIP00000005731	ENSPKIG00000022278	si:ch73-71d17.2
ENSEEEP00000028720	ENSEEEG00000013800	FHAD1	ENSPKIP00000032988	ENSPKIG00000012873	
ENSEEEP00000055790	ENSEEEG00000025080	PTGDR2	ENSPKIP00000026606	ENSPKIG00000009026	PTGDR2
ENSEEEP00000000278	ENSEEEG00000000171	procb	ENSPKIP00000027698	ENSPKIG00000009640	procb
ENSEEEP00000035291	ENSEEEG00000016799	si:ch211-212k18.7	ENSPKIP00000024021	ENSPKIG00000007433	
ENSEEEP00000063443	ENSEEEG00000028168	USF3	ENSPKIP00000002472	ENSPKIG00000020359	
ENSEEEP00000007427	ENSEEEG00000003901	MYT1L	ENSPKIP00000038096	ENSPKIG00000016027	si:ch73-109d9.2
ENSEEEP00000060222	ENSEEEG00000016794	ARMH1	ENSPKIP00000023994	ENSPKIG00000007419	
ENSEEEP00000021833	ENSEEEG00000010620	KCNJ16	ENSPKIP00000035459	ENSPKIG00000014415	kcnj16a
ENSEEEP00000021831	ENSEEEG00000010608	galr2a	ENSPKIP00000035382	ENSPKIG00000014369	galr2a
ENSEEEP00000021812	ENSEEEG00000010607		ENSPKIP00000005707	ENSPKIG00000022281	
ENSEEEP00000059414	ENSEEEG00000028788	ZCCHC10	ENSPKIP00000009011	ENSPKIG00000024279	zcchc10
ENSEEEP00000028365	ENSEEEG00000013271	ela2	ENSPKIP00000032929	ENSPKIG00000012835	ela2
ENSEEEP00000023051	ENSEEEG00000011187	SLC45A3	ENSPKIP00000035495	ENSPKIG00000014430	slc45a3
ENSEEEP00000013017	ENSEEEG00000006559		ENSPKIP00000001725	ENSPKIG00000019899	
ENSEEEP00000048551	ENSEEEG00000022843	sub1b	ENSPKIP00000039641	ENSPKIG00000016923	sub1b
ENSEEEP00000013517	ENSEEEG00000006757		ENSPKIP00000003390	ENSPKIG00000020906	
ENSEEEP00000000135	ENSEEEG00000000097	GPR171	ENSPKIP00000035988	ENSPKIG00000014733	gpr171
ENSEEEP00000038588	ENSEEEG00000018316	NTHL1	ENSPKIP00000016457	ENSPKIG00000002768	NTHL1
ENSEEEP00000013519	ENSEEEG00000006761	phactr4b	ENSPKIP00000003190	ENSPKIG00000020770	phactr4b
ENSEEEP00000021794	ENSEEEG00000010592	UNC13D	ENSPKIP00000005528	ENSPKIG00000022138	unc13d
ENSEEEP00000013524	ENSEEEG00000006762	RCC1	ENSPKIP00000002971	ENSPKIG00000020659	rcc1
ENSEEEP00000007460	ENSEEEG00000003912	PGBD5	ENSPKIP00000021453	ENSPKIG00000005843	pgbd5
ENSEEEP00000005385	ENSEEEG00000002819	PDCL3	ENSPKIP00000001142	ENSPKIG00000019544	PDCL3
ENSEEEP00000007084	ENSEEEG00000003742	COA5	ENSPKIP00000032030	ENSPKIG00000012293	coa5
ENSEEEP00000013540	ENSEEEG00000006769	TCEA3	ENSPKIP00000002639	ENSPKIG00000020421	tcea3
ENSEEEP00000044185	ENSEEEG00000020879	shroom1	ENSPKIP00000008815	ENSPKIG00000024154	shroom1
ENSEEEP00000007479	ENSEEEG00000003914	COG2	ENSPKIP00000021564	ENSPKIG00000005893	cog2
ENSEEEP00000022921	ENSEEEG00000011118	ESD	ENSPKIP00000001935	ENSPKIG00000020025	esd
