Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSP00000444136	ENSG00000125630	POLR1B	ENSPKIP00000024217	ENSPKIG00000007536	polr1b
ENSP00000258399	ENSG00000135913	USP37	ENSPKIP00000027856	ENSPKIG00000009730	usp37
ENSP00000425166	ENSG00000142686	C1orf216	ENSPKIP00000006365	ENSPKIG00000022675	
ENSP00000361845	ENSG00000084073	ZMPSTE24	ENSPKIP00000013141	ENSPKIG00000000685	zmpste24
ENSP00000562811	ENSG00000138074	SLC5A6	ENSPKIP00000036559	ENSPKIG00000015083	slc5a6a
ENSP00000384304	ENSG00000197223	C1D	ENSPKIP00000019895	ENSPKIG00000004877	c1d
ENSP00000560734	ENSG00000003402	CFLAR	ENSPKIP00000028995	ENSPKIG00000010416	cflara
ENSP00000595836	ENSG00000163006	CCDC138	ENSPKIP00000003582	ENSPKIG00000020946	
ENSP00000234198	ENSG00000115844	DLX2	ENSPKIP00000021326	ENSPKIG00000005783	dlx2b
ENSP00000625733	ENSG00000134375	TIMM17A	ENSPKIP00000040114	ENSPKIG00000017204	timm17a
ENSP00000539926	ENSG00000144535	DIS3L2	ENSPKIP00000021890	ENSPKIG00000006103	dis3l2
ENSP00000260649	ENSG00000138079	SLC3A1	ENSPKIP00000005516	ENSPKIG00000022161	slc3a1
ENSP00000604534	ENSG00000243725	TTC4	ENSPKIP00000014128	ENSPKIG00000001315	ttc4
ENSP00000551902	ENSG00000120333	MRPS14	ENSPKIP00000008467	ENSPKIG00000023947	mrps14
ENSP00000707416	ENSG00000143162	CREG1	ENSPKIP00000028008	ENSPKIG00000009816	creg1
ENSP00000506139	ENSG00000118217	ATF6	ENSPKIP00000038444	ENSPKIG00000016163	
ENSP00000602182	ENSG00000173726	TOMM20	ENSPKIP00000027131	ENSPKIG00000009309	tomm20b
ENSP00000572423	ENSG00000178821	TMEM52	ENSPKIP00000032290	ENSPKIG00000012440	
ENSP00000355966	ENSG00000117650	NEK2	ENSPKIP00000004148	ENSPKIG00000021375	nek2
ENSP00000344468	ENSG00000162512	SDC3	ENSPKIP00000029160	ENSPKIG00000010522	SDC3
ENSP00000756769	ENSG00000117362	APH1A	ENSPKIP00000012658	ENSPKIG00000000382	aph1b
ENSP00000498104	ENSG00000142867	BCL10	ENSPKIP00000016380	ENSPKIG00000002727	
ENSP00000364814	ENSG00000185519	FAM131C	ENSPKIP00000029356	ENSPKIG00000010639	fam131c
ENSP00000626702	ENSG00000162607	USP1	ENSPKIP00000032661	ENSPKIG00000012668	usp1
ENSP00000552856	ENSG00000115128	SF3B6	ENSPKIP00000032072	ENSPKIG00000012311	sf3b6
ENSP00000599388	ENSG00000119041	GTF3C3	ENSPKIP00000018141	ENSPKIG00000003724	gtf3c3
ENSP00000585946	ENSG00000162458	FBLIM1	ENSPKIP00000016131	ENSPKIG00000002546	fblim1
ENSP00000569058	ENSG00000187957	DNER	ENSPKIP00000031889	ENSPKIG00000012205	dner
ENSP00000295702	ENSG00000163479	SSR2	ENSPKIP00000033092	ENSPKIG00000012929	ssr2
ENSP00000002125	ENSG00000003509	NDUFAF7	ENSPKIP00000007250	ENSPKIG00000023222	ndufaf7
ENSP00000337804	ENSG00000155761	SPAG17	ENSPKIP00000010001	ENSPKIG00000024882	
ENSP00000574860	ENSG00000158825	CDA	ENSPKIP00000025635	ENSPKIG00000008437	CDA
ENSP00000764929	ENSG00000115271	GCA	ENSPKIP00000013679	ENSPKIG00000001015	gca
ENSP00000507013	ENSG00000142694	EVA1B	ENSPKIP00000020244	ENSPKIG00000005092	EVA1B
ENSP00000417185	ENSG00000179403	VWA1	ENSPKIP00000027561	ENSPKIG00000009575	vwa1
ENSP00000702463	ENSG00000127054	INTS11	ENSPKIP00000025126	ENSPKIG00000008091	ints11
ENSP00000617523	ENSG00000079246	XRCC5	ENSPKIP00000022487	ENSPKIG00000006477	xrcc5
ENSP00000387662	ENSG00000115263	GCG	ENSPKIP00000013963	ENSPKIG00000001190	gcga
ENSP00000260653	ENSG00000138083	SIX3	ENSPKIP00000005375	ENSPKIG00000022071	six3a
ENSP00000386380	ENSG00000115594	IL1R1	ENSPKIP00000015057	ENSPKIG00000001894	
ENSP00000327611	ENSG00000184261	KCNK12	ENSPKIP00000004438	ENSPKIG00000021547	KCNK12
ENSP00000295321	ENSG00000163166	IWS1	ENSPKIP00000003408	ENSPKIG00000020922	IWS1
ENSP00000715106	ENSG00000143793	C1orf35	ENSPKIP00000020805	ENSPKIG00000005451	zgc:63882
ENSP00000240423	ENSG00000121152	NCAPH	ENSPKIP00000002929	ENSPKIG00000020634	ncaph
ENSP00000719049	ENSG00000162623	TYW3	ENSPKIP00000027965	ENSPKIG00000009802	tyw3
ENSP00000752544	ENSG00000143748	NVL	ENSPKIP00000028254	ENSPKIG00000009967	nvl
ENSP00000596828	ENSG00000135968	GCC2	ENSPKIP00000003921	ENSPKIG00000021194	GCC2
ENSP00000391998	ENSG00000117407	ARTN	ENSPKIP00000025503	ENSPKIG00000008359	artna
ENSP00000592258	ENSG00000041988	THAP3	ENSPKIP00000026797	ENSPKIG00000009115	THAP3
ENSP00000545253	ENSG00000158435	CNOT11	ENSPKIP00000001415	ENSPKIG00000019709	cnot11
ENSP00000256644	ENSG00000134248	LAMTOR5	ENSPKIP00000034024	ENSPKIG00000013519	lamtor5
ENSP00000362058	ENSG00000168653	NDUFS5	ENSPKIP00000007160	ENSPKIG00000023159	ndufs5
ENSP00000782386	ENSG00000143418	CERS2	ENSPKIP00000040761	ENSPKIG00000017601	cers3a
ENSP00000264161	ENSG00000115866	DARS1	ENSPKIP00000029545	ENSPKIG00000010740	dars1
ENSP00000387056	ENSG00000138382	METTL5	ENSPKIP00000000837	ENSPKIG00000019358	mettl5
ENSP00000430698	ENSG00000179921	GPBAR1	ENSPKIP00000000183	ENSPKIG00000018945	gpbar1
ENSP00000552756	ENSG00000158869	FCER1G	ENSPKIP00000024406	ENSPKIG00000007671	
ENSP00000386389	ENSG00000168427	KLHL30	ENSPKIP00000003268	ENSPKIG00000020846	klhl30
ENSP00000508725	ENSG00000143153	ATP1B1	ENSPKIP00000020460	ENSPKIG00000005219	ATP1B1
ENSP00000558130	ENSG00000170035	UBE2E3	ENSPKIP00000004202	ENSPKIG00000021408	ube2e3
ENSP00000597971	ENSG00000136628	EPRS1	ENSPKIP00000006965	ENSPKIG00000023015	eprs1
ENSP00000621209	ENSG00000115648	MLPH	ENSPKIP00000031371	ENSPKIG00000011882	mlpha
ENSP00000505544	ENSG00000137992	DBT	ENSPKIP00000014586	ENSPKIG00000001602	dbt
ENSP00000600394	ENSG00000117122	MFAP2	ENSPKIP00000015653	ENSPKIG00000002297	MFAP2
ENSP00000544524	ENSG00000115649	CNPPD1	ENSPKIP00000025030	ENSPKIG00000008050	cnppd1
ENSP00000356999	ENSG00000158773	USF1	ENSPKIP00000002321	ENSPKIG00000020259	usf1l
ENSP00000692554	ENSG00000157911	PEX10	ENSPKIP00000035268	ENSPKIG00000014293	pex10
ENSP00000603828	ENSG00000156171	DRAM2	ENSPKIP00000020317	ENSPKIG00000005144	dram2b
ENSP00000263174	ENSG00000099260	PALMD	ENSPKIP00000036107	ENSPKIG00000014794	palmda
ENSP00000551167	ENSG00000187736	NHEJ1	ENSPKIP00000013748	ENSPKIG00000001066	nhej1
ENSP00000604374	ENSG00000198793	MTOR	ENSPKIP00000033208	ENSPKIG00000012939	mtor
ENSP00000547207	ENSG00000117480	FAAH	ENSPKIP00000038421	ENSPKIG00000016208	faah
ENSP00000513394	ENSG00000282881	TMEM275	ENSPKIP00000025993	ENSPKIG00000008646	tmem275a
ENSP00000356430	ENSG00000150681	RGS18	ENSPKIP00000011869	ENSPKIG00000018364	rgs18
ENSP00000614236	ENSG00000143643	TTC13	ENSPKIP00000037578	ENSPKIG00000015671	ttc13
ENSP00000234739	ENSG00000116128	BCL9	ENSPKIP00000030031	ENSPKIG00000011043	bcl9
ENSP00000359018	ENSG00000162641	AKNAD1	ENSPKIP00000040747	ENSPKIG00000017591	
ENSP00000508276	ENSG00000142609	CFAP74	ENSPKIP00000032216	ENSPKIG00000012388	CFAP74
ENSP00000549099	ENSG00000143375	CGN	ENSPKIP00000007872	ENSPKIG00000023587	cgna
ENSP00000348394	ENSG00000020129	NCDN	ENSPKIP00000006470	ENSPKIG00000022739	ncdn
ENSP00000258243	ENSG00000135763	URB2	ENSPKIP00000021334	ENSPKIG00000005787	urb2
ENSP00000351899	ENSG00000134258	VTCN1	ENSPKIP00000010144	ENSPKIG00000024975	vtcn1
ENSP00000551393	ENSG00000162642	C1orf52	ENSPKIP00000013874	ENSPKIG00000001140	zgc:65873
ENSP00000498282	ENSG00000162399	BSND	ENSPKIP00000014246	ENSPKIG00000001386	bsnd
ENSP00000540321	ENSG00000162408	NOL9	ENSPKIP00000024076	ENSPKIG00000007469	nol9
ENSP00000606865	ENSG00000177954	RPS27	ENSPKIP00000035607	ENSPKIG00000014499	
ENSP00000328729	ENSG00000183291	SELENOF	ENSPKIP00000017464	ENSPKIG00000003365	selenof
ENSP00000597858	ENSG00000143033	MTF2	ENSPKIP00000020030	ENSPKIG00000004962	mtf2
ENSP00000263440	ENSG00000088035	ALG6	ENSPKIP00000034202	ENSPKIG00000013621	alg6
ENSP00000601590	ENSG00000081721	DUSP12	ENSPKIP00000038505	ENSPKIG00000016247	dusp12
ENSP00000556319	ENSG00000116752	BCAS2	ENSPKIP00000027080	ENSPKIG00000009296	bcas2
ENSP00000730003	ENSG00000142676	RPL11	ENSPKIP00000006743	ENSPKIG00000022899	
ENSP00000714680	ENSG00000169218	RSPO1	ENSPKIP00000020887	ENSPKIG00000005509	rspo1
ENSP00000356906	ENSG00000198574	SH2D1B	ENSPKIP00000011714	ENSPKIG00000018697	
ENSP00000363371	ENSG00000142675	CNKSR1	ENSPKIP00000025709	ENSPKIG00000008477	cnksr1
ENSP00000308179	ENSG00000065183	WDR3	ENSPKIP00000010034	ENSPKIG00000024900	wdr3
ENSP00000357927	ENSG00000163141	BNIPL	ENSPKIP00000030249	ENSPKIG00000011184	bnipl
ENSP00000308583	ENSG00000175279	CENPS	ENSPKIP00000031810	ENSPKIG00000012136	cenps
ENSP00000441039	ENSG00000143147	GPR161	ENSPKIP00000016836	ENSPKIG00000002988	gpr161a
ENSP00000346827	ENSG00000143149	ALDH9A1	ENSPKIP00000030266	ENSPKIG00000011195	aldh9a1a.2
ENSP00000256649	ENSG00000134253	TRIM45	ENSPKIP00000010129	ENSPKIG00000024968	trim45
ENSP00000580070	ENSG00000004455	AK2	ENSPKIP00000007067	ENSPKIG00000023102	AK2
ENSP00000412292	ENSG00000024526	DEPDC1	ENSPKIP00000028099	ENSPKIG00000009884	depdc1a
ENSP00000358753	ENSG00000173947	CIMAP3	ENSPKIP00000036941	ENSPKIG00000015330	si:ch211-66i15.4
ENSP00000360623	ENSG00000085840	ORC1	ENSPKIP00000030797	ENSPKIG00000011491	orc1
ENSP00000477802	ENSG00000157330	CFAP107	ENSPKIP00000030618	ENSPKIG00000011404	si:ch211-226m7.4
ENSP00000349052	ENSG00000116885	OSCP1	ENSPKIP00000020104	ENSPKIG00000004997	OSCP1
ENSP00000420296	ENSG00000189334	S100A14	ENSPKIP00000013868	ENSPKIG00000001138	
ENSP00000624082	ENSG00000162618	ADGRL4	ENSPKIP00000005143	ENSPKIG00000021943	adgrl4
ENSP00000429775	ENSG00000179178	TMEM125	ENSPKIP00000019509	ENSPKIG00000004650	TMEM125
ENSP00000548307	ENSG00000143653	SCCPDH	ENSPKIP00000023557	ENSPKIG00000007129	sccpdhb
ENSP00000789714	ENSG00000198771	RCSD1	ENSPKIP00000036475	ENSPKIG00000015032	
ENSP00000670314	ENSG00000058799	YIPF1	ENSPKIP00000028994	ENSPKIG00000010413	yipf1
ENSP00000642028	ENSG00000143553	SNAPIN	ENSPKIP00000032736	ENSPKIG00000012708	snapin
ENSP00000514800	ENSG00000198821	CD247	ENSPKIP00000028021	ENSPKIG00000009835	
ENSP00000272190	ENSG00000143839	REN	ENSPKIP00000031518	ENSPKIG00000011976	ren
ENSP00000530063	ENSG00000116668	SWT1	ENSPKIP00000021665	ENSPKIG00000005979	SWT1
ENSP00000361915	ENSG00000116985	BMP8B	ENSPKIP00000007397	ENSPKIG00000023298	bmp8a
ENSP00000755693	ENSG00000160087	UBE2J2	ENSPKIP00000024765	ENSPKIG00000007880	ube2j2
ENSP00000367086	ENSG00000097021	ACOT7	ENSPKIP00000033858	ENSPKIG00000013344	acot7
ENSP00000596216	ENSG00000198700	IPO9	ENSPKIP00000040302	ENSPKIG00000017281	ipo9
ENSP00000518176	ENSG00000169174	PCSK9	ENSPKIP00000014287	ENSPKIG00000001404	pcsk9
ENSP00000360382	ENSG00000116205	TCEANC2	ENSPKIP00000028940	ENSPKIG00000010382	tceanc2
ENSP00000534953	ENSG00000188783	PRELP	ENSPKIP00000019267	ENSPKIG00000004496	prelp
ENSP00000362464	ENSG00000188910	GJB3	ENSPKIP00000030550	ENSPKIG00000011373	gjb3
ENSP00000752089	ENSG00000168275	COA6	ENSPKIP00000013652	ENSPKIG00000001008	coa6
ENSP00000671588	ENSG00000265241	RBM8A	ENSPKIP00000002820	ENSPKIG00000020558	RBM8A
ENSP00000358535	ENSG00000198765	SYCP1	ENSPKIP00000018553	ENSPKIG00000004078	
ENSP00000361600	ENSG00000177868	SVBP	ENSPKIP00000000699	ENSPKIG00000019263	svbp
ENSP00000352276	ENSG00000000460	FIRRM	ENSPKIP00000023922	ENSPKIG00000007367	firrm
ENSP00000762789	ENSG00000053372	MRTO4	ENSPKIP00000041315	ENSPKIG00000017917	mrto4
ENSP00000576125	ENSG00000134684	YARS1	ENSPKIP00000009508	ENSPKIG00000024596	yars1
ENSP00000356590	ENSG00000162779	AXDND1	ENSPKIP00000017057	ENSPKIG00000003124	axdnd1
ENSP00000359688	ENSG00000117133	RPF1	ENSPKIP00000015072	ENSPKIG00000001892	rpf1
ENSP00000638878	ENSG00000188976	NOC2L	ENSPKIP00000033864	ENSPKIG00000013389	noc2l
ENSP00000239461	ENSG00000116132	PRRX1	ENSPKIP00000021265	ENSPKIG00000005726	prrx1b
ENSP00000782013	ENSG00000117525	F3	ENSPKIP00000026000	ENSPKIG00000008650	F3
ENSP00000480635	ENSG00000175087	PDIK1L	ENSPKIP00000019276	ENSPKIG00000004508	pdik1l
ENSP00000357901	ENSG00000163156	SCNM1	ENSPKIP00000029757	ENSPKIG00000010881	scnm1
ENSP00000769206	ENSG00000160752	FDPS	ENSPKIP00000035798	ENSPKIG00000014612	fdps
ENSP00000505301	ENSG00000143502	SUSD4	ENSPKIP00000015986	ENSPKIG00000002487	susd4
ENSP00000359705	ENSG00000203943	SAMD13	ENSPKIP00000006228	ENSPKIG00000022571	SAMD13
ENSP00000361095	ENSG00000159596	TMEM69	ENSPKIP00000019026	ENSPKIG00000004362	tmem69
ENSP00000348527	ENSG00000120334	CENPL	ENSPKIP00000028055	ENSPKIG00000009857	cenpl
ENSP00000260505	ENSG00000137941	TTLL7	ENSPKIP00000005892	ENSPKIG00000022327	ttll7
ENSP00000356807	ENSG00000143155	TIPRL	ENSPKIP00000015591	ENSPKIG00000002244	tiprl
ENSP00000368007	ENSG00000205090	TMEM240	ENSPKIP00000015479	ENSPKIG00000002190	tmem240a
ENSP00000364798	ENSG00000184677	ZBTB40	ENSPKIP00000019047	ENSPKIG00000004371	zbtb40
ENSP00000397261	ENSG00000143416	SELENBP1	ENSPKIP00000030847	ENSPKIG00000011542	selenbp1
ENSP00000473980	ENSG00000116221	MRPL37	ENSPKIP00000028809	ENSPKIG00000010297	mrpl37
ENSP00000560233	ENSG00000197622	CDC42SE1	ENSPKIP00000012411	ENSPKIG00000000218	CDC42SE1
ENSP00000362222	ENSG00000196182	STK40	ENSPKIP00000020213	ENSPKIG00000005059	stk40
ENSP00000330221	ENSG00000171621	SPSB1	ENSPKIP00000033242	ENSPKIG00000013027	spsb1
ENSP00000356107	ENSG00000117280	RAB29	ENSPKIP00000037270	ENSPKIG00000015524	RAB29
ENSP00000580143	ENSG00000000457	SCYL3	ENSPKIP00000023867	ENSPKIG00000007332	scyl3
ENSP00000271277	ENSG00000143079	CTTNBP2NL	ENSPKIP00000002043	ENSPKIG00000020094	CTTNBP2NL
ENSP00000360195	ENSG00000132854	KANK4	ENSPKIP00000032549	ENSPKIG00000012600	kank4
ENSP00000410452	ENSG00000117632	STMN1	ENSPKIP00000003542	ENSPKIG00000021005	STMN1
ENSP00000395389	ENSG00000171517	LPAR3	ENSPKIP00000000412	ENSPKIG00000019093	lpar3
ENSP00000550838	ENSG00000036549	ZZZ3	ENSPKIP00000027451	ENSPKIG00000009499	zzz3
ENSP00000330460	ENSG00000118197	DDX59	ENSPKIP00000019025	ENSPKIG00000004361	ddx59
ENSP00000747451	ENSG00000159445	THEM4	ENSPKIP00000037729	ENSPKIG00000015792	them4
ENSP00000295050	ENSG00000010072	SPRTN	ENSPKIP00000037735	ENSPKIG00000015797	sprtn
ENSP00000539330	ENSG00000164008	C1orf50	ENSPKIP00000000519	ENSPKIG00000019156	zgc:112255
ENSP00000362609	ENSG00000160062	ZBTB8A	ENSPKIP00000010746	ENSPKIG00000025347	zbtb8a
ENSP00000420270	ENSG00000152332	UHMK1	ENSPKIP00000036935	ENSPKIG00000015328	uhmk1
ENSP00000602606	ENSG00000085999	RAD54L	ENSPKIP00000038368	ENSPKIG00000016172	rad54l
ENSP00000559783	ENSG00000117543	DPH5	ENSPKIP00000015190	ENSPKIG00000001985	dph5
ENSP00000544203	ENSG00000132773	TOE1	ENSPKIP00000029650	ENSPKIG00000010811	toe1
ENSP00000604461	ENSG00000077152	UBE2T	ENSPKIP00000031146	ENSPKIG00000011750	ube2t
ENSP00000362566	ENSG00000121905	HPCA	ENSPKIP00000009284	ENSPKIG00000024453	hpca
ENSP00000720901	ENSG00000117308	GALE	ENSPKIP00000010724	ENSPKIG00000025328	gale
ENSP00000314223	ENSG00000181656	GPR88	ENSPKIP00000014980	ENSPKIG00000001846	GPR88
ENSP00000613825	ENSG00000186283	TOR3A	ENSPKIP00000023904	ENSPKIG00000007356	tor3a
ENSP00000510597	ENSG00000122483	CCDC18	ENSPKIP00000020122	ENSPKIG00000005015	ccdc18
ENSP00000580918	ENSG00000152382	TADA1	ENSPKIP00000021460	ENSPKIG00000005850	TADA1
ENSP00000505063	ENSG00000135744	AGT	ENSPKIP00000021625	ENSPKIG00000005959	agt
ENSP00000354645	ENSG00000198746	GPATCH3	ENSPKIP00000002008	ENSPKIG00000020073	gpatch3
ENSP00000549522	ENSG00000134748	PRPF38A	ENSPKIP00000030658	ENSPKIG00000011439	prpf38a
ENSP00000505384	ENSG00000066279	ASPM	ENSPKIP00000037794	ENSPKIG00000015833	aspm
ENSP00000636305	ENSG00000197965	MPZL1	ENSPKIP00000034873	ENSPKIG00000014033	mpzl1l
ENSP00000355944	ENSG00000117697	NSL1	ENSPKIP00000014851	ENSPKIG00000001767	nsl1
ENSP00000294428	ENSG00000162437	RAVER2	ENSPKIP00000000840	ENSPKIG00000019357	raver2
ENSP00000503706	ENSG00000084623	EIF3I	ENSPKIP00000031132	ENSPKIG00000011742	EIF3I
ENSP00000766853	ENSG00000266472	MRPS21	ENSPKIP00000029041	ENSPKIG00000010445	mrps21
ENSP00000607569	ENSG00000064703	DDX20	ENSPKIP00000002155	ENSPKIG00000020161	ddx20
ENSP00000589245	ENSG00000158816	VWA5B1	ENSPKIP00000025443	ENSPKIG00000008315	VWA5B1
ENSP00000525951	ENSG00000168679	SLC16A4	ENSPKIP00000034074	ENSPKIG00000013548	slc16a4
ENSP00000368644	ENSG00000131591	C1orf159	ENSPKIP00000013708	ENSPKIG00000001047	si:ch211-157b11.12
ENSP00000645328	ENSG00000162885	B3GALNT2	ENSPKIP00000008401	ENSPKIG00000023912	b3galnt2
ENSP00000354891	ENSG00000143340	FAM163A	ENSPKIP00000017194	ENSPKIG00000003216	fam163aa
ENSP00000407560	ENSG00000160785	SLC25A44	ENSPKIP00000032755	ENSPKIG00000012726	slc25a44b
ENSP00000359699	ENSG00000137976	DNASE2B	ENSPKIP00000006283	ENSPKIG00000022628	dnase2b
ENSP00000368719	ENSG00000187583	PLEKHN1	ENSPKIP00000013100	ENSPKIG00000000648	plekhn1
ENSP00000548197	ENSG00000185946	RNPC3	ENSPKIP00000026276	ENSPKIG00000008828	rnpc3
ENSP00000610410	ENSG00000163344	PMVK	ENSPKIP00000037571	ENSPKIG00000015704	pmvk
ENSP00000359454	ENSG00000162669	HFM1	ENSPKIP00000018305	ENSPKIG00000003810	hfm1
ENSP00000407323	ENSG00000117395	EBNA1BP2	ENSPKIP00000031403	ENSPKIG00000011907	ebna1bp2
ENSP00000506754	ENSG00000173212	MAB21L3	ENSPKIP00000030474	ENSPKIG00000011309	mab21l3
ENSP00000357753	ENSG00000163207	IVL	ENSPKIP00000033490	ENSPKIG00000013183	
ENSP00000356311	ENSG00000163362	INAVA	ENSPKIP00000009280	ENSPKIG00000024451	
ENSP00000490161	ENSG00000189195	BTBD8	ENSPKIP00000018638	ENSPKIG00000004122	
ENSP00000389639	ENSG00000065978	YBX1	ENSPKIP00000032363	ENSPKIG00000012488	ybx1
ENSP00000360905	ENSG00000186094	AGBL4	ENSPKIP00000023133	ENSPKIG00000006874	bend5
ENSP00000359799	ENSG00000162616	DNAJB4	ENSPKIP00000026582	ENSPKIG00000009008	dnajb4
ENSP00000355672	ENSG00000181873	IBA57	ENSPKIP00000021076	ENSPKIG00000005623	iba57
ENSP00000430918	ENSG00000253313	C1orf210	ENSPKIP00000031218	ENSPKIG00000011775	
ENSP00000533750	ENSG00000117151	CTBS	ENSPKIP00000015003	ENSPKIG00000001857	ctbs
ENSP00000571571	ENSG00000116704	SLC35D1	ENSPKIP00000011815	ENSPKIG00000018736	slc35d1a
ENSP00000355586	ENSG00000135778	NTPCR	ENSPKIP00000007421	ENSPKIG00000023312	ntpcr
ENSP00000340811	ENSG00000189280	GJB5	ENSPKIP00000030537	ENSPKIG00000011362	gjb10
ENSP00000507211	ENSG00000162650	ATXN7L2	ENSPKIP00000019159	ENSPKIG00000004434	atxn7l2a
ENSP00000355900	ENSG00000162814	SPATA17	ENSPKIP00000040699	ENSPKIG00000017557	spata17
ENSP00000403476	ENSG00000214193	SH3D21	ENSPKIP00000020273	ENSPKIG00000005110	sh3d21
ENSP00000350266	ENSG00000162777	DENND2D	ENSPKIP00000037670	ENSPKIG00000015755	dennd2da
ENSP00000499662	ENSG00000186409	CCDC30	ENSPKIP00000032105	ENSPKIG00000012329	ccdc30
ENSP00000356814	ENSG00000143164	DCAF6	ENSPKIP00000016769	ENSPKIG00000002944	dcaf6
ENSP00000527621	ENSG00000081692	JMJD4	ENSPKIP00000021059	ENSPKIG00000005607	jmjd4
ENSP00000483276	ENSG00000186501	TMEM222	ENSPKIP00000034847	ENSPKIG00000014015	tmem222a
ENSP00000518236	ENSG00000160679	CHTOP	ENSPKIP00000032704	ENSPKIG00000012692	CHTOP
ENSP00000356984	ENSG00000158796	DEDD	ENSPKIP00000008981	ENSPKIG00000024245	dedd
ENSP00000599526	ENSG00000116251	RPL22	ENSPKIP00000019016	ENSPKIG00000004354	RPL22
ENSP00000408058	ENSG00000203740	NTMT2	ENSPKIP00000021286	ENSPKIG00000005754	ntmt2
ENSP00000356375	ENSG00000177888	ZBTB41	ENSPKIP00000041627	ENSPKIG00000018092	zbtb41
ENSP00000575370	ENSG00000011009	LYPLA2	ENSPKIP00000006921	ENSPKIG00000023009	lypla2
ENSP00000678043	ENSG00000116729	WLS	ENSPKIP00000020363	ENSPKIG00000005148	wls
ENSP00000322087	ENSG00000177551	NHLH2	ENSPKIP00000030397	ENSPKIG00000011268	nhlh2
ENSP00000765150	ENSG00000044012	GUCA2B	ENSPKIP00000030185	ENSPKIG00000011140	
ENSP00000312367	ENSG00000066294	CD84	ENSPKIP00000015551	ENSPKIG00000002233	
ENSP00000490182	ENSG00000143850	PLEKHA6	ENSPKIP00000025619	ENSPKIG00000008393	plekha6
ENSP00000794554	ENSG00000116171	SCP2	ENSPKIP00000019819	ENSPKIG00000004817	scp2a
ENSP00000526588	ENSG00000123091	RNF11	ENSPKIP00000023579	ENSPKIG00000007154	
ENSP00000577614	ENSG00000158850	B4GALT3	ENSPKIP00000008920	ENSPKIG00000024219	b4galt3
ENSP00000271843	ENSG00000143543	JTB	ENSPKIP00000009797	ENSPKIG00000024760	jtb
ENSP00000588186	ENSG00000090273	NUDC	ENSPKIP00000034753	ENSPKIG00000013960	nudc
ENSP00000518165	ENSG00000143321	HDGF	ENSPKIP00000003944	ENSPKIG00000021241	HDGF
ENSP00000551676	ENSG00000117009	KMO	ENSPKIP00000038383	ENSPKIG00000016167	KMO
ENSP00000333938	ENSG00000162614	NEXN	ENSPKIP00000026963	ENSPKIG00000009211	nexn
ENSP00000355629	ENSG00000135775	COG2	ENSPKIP00000021564	ENSPKIG00000005893	cog2
ENSP00000587958	ENSG00000143493	INTS7	ENSPKIP00000004051	ENSPKIG00000021288	ints7
ENSP00000786716	ENSG00000117472	TSPAN1	ENSPKIP00000026139	ENSPKIG00000008740	tspan34b
ENSP00000587203	ENSG00000117155	SSX2IP	ENSPKIP00000016600	ENSPKIG00000002857	ssx2ipa
ENSP00000781756	ENSG00000244038	DDOST	ENSPKIP00000016431	ENSPKIG00000002739	ddost
ENSP00000558064	ENSG00000052723	SIKE1	ENSPKIP00000027423	ENSPKIG00000009488	im:6912630
ENSP00000764835	ENSG00000173207	CKS1B	ENSPKIP00000015862	ENSPKIG00000002421	cks1b
ENSP00000607080	ENSG00000230124	ACBD6	ENSPKIP00000014096	ENSPKIG00000001297	acbd6
ENSP00000363520	ENSG00000001461	NIPAL3	ENSPKIP00000025525	ENSPKIG00000008368	nipal3
ENSP00000532848	ENSG00000060688	SNRNP40	ENSPKIP00000029490	ENSPKIG00000010709	snrnp40
ENSP00000361935	ENSG00000116983	HPCAL4	ENSPKIP00000009328	ENSPKIG00000024475	hpcal4
ENSP00000359172	ENSG00000117620	SLC35A3	ENSPKIP00000023434	ENSPKIG00000007060	slc35a3a
ENSP00000497590	ENSG00000189266	PNRC2	ENSPKIP00000013042	ENSPKIG00000000627	pnrc2
ENSP00000380901	ENSG00000171812	COL8A2	ENSPKIP00000008590	ENSPKIG00000024023	col8a2
ENSP00000499873	ENSG00000159658	EFCAB14	ENSPKIP00000017368	ENSPKIG00000003310	
ENSP00000356115	ENSG00000174514	SLC60A1	ENSPKIP00000012650	ENSPKIG00000000378	slc60a1a
ENSP00000611815	ENSG00000028137	TNFRSF1B	ENSPKIP00000033630	ENSPKIG00000013275	tnfrsf1b
ENSP00000545275	ENSG00000117560	FASLG	ENSPKIP00000027559	ENSPKIG00000009569	faslg
ENSP00000539141	ENSG00000116898	MRPS15	ENSPKIP00000019997	ENSPKIG00000004939	mrps15
ENSP00000356982	ENSG00000143222	UFC1	ENSPKIP00000027216	ENSPKIG00000009366	ufc1
ENSP00000385458	ENSG00000187554	TLR5	ENSPKIP00000015937	ENSPKIG00000002471	TLR5
ENSP00000762577	ENSG00000169241	SLC50A1	ENSPKIP00000034838	ENSPKIG00000014019	slc50a1
ENSP00000366702	ENSG00000116285	ERRFI1	ENSPKIP00000034497	ENSPKIG00000013800	errfi1a
ENSP00000621331	ENSG00000158286	RNF207	ENSPKIP00000030026	ENSPKIG00000010985	rnf207b
ENSP00000565784	ENSG00000178922	HYI	ENSPKIP00000038106	ENSPKIG00000016026	hyi
ENSP00000359787	ENSG00000137959	IFI44L	ENSPKIP00000011503	ENSPKIG00000018512	
