Dre Gene ID	Dre Protein ID	Dre Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSDARP00000111941	ENSDARG00000091650	igflr1	ENSEEEP00000058644	ENSEEEG00000026898	igflr1
ENSDARP00000002605	ENSDARG00000003573	dctn5	ENSEEEP00000012613	ENSEEEG00000006325	DCTN5
ENSDARP00000128606	ENSDARG00000003970	trim35-13	ENSEEEP00000042710	ENSEEEG00000020149	trim35-13
ENSDARP00000065142	ENSDARG00000044362	unc119a2	ENSEEEP00000040296	ENSEEEG00000019103	UNC119B
ENSDARP00000055268	ENSDARG00000037921	gng13b	ENSEEEP00000012617	ENSEEEG00000006329	GNG13
ENSDARP00000011791	ENSDARG00000015540	psen2	ENSEEEP00000036724	ENSEEEG00000017435	psen2
ENSDARP00000131373	ENSDARG00000077249	gmip	ENSEEEP00000043115	ENSEEEG00000020355	GMIP
ENSDARP00000070471	ENSDARG00000053875	cryba1b	ENSEEEP00000040290	ENSEEEG00000019102	cryba1b
ENSDARP00000099541	ENSDARG00000075121	hbegfa	ENSEEEP00000003987	ENSEEEG00000002132	hbegfa
ENSDARP00000131166	ENSDARG00000077915	lmx1al	ENSEEEP00000043128	ENSEEEG00000020363	lmx1al
ENSDARP00000154096	ENSDARG00000060207	traf7	ENSEEEP00000012711	ENSEEEG00000006339	TRAF7
ENSDARP00000098740	ENSDARG00000038429	csrnp1b	ENSEEEP00000059514	ENSEEEG00000026498	csrnp1b
ENSDARP00000058957	ENSDARG00000029931	atp13a1	ENSEEEP00000061516	ENSEEEG00000020422	ATP13A1
ENSDARP00000034658	ENSDARG00000022564	zgc:56106	ENSEEEP00000022675	ENSEEEG00000011011	C11orf58
ENSDARP00000137221	ENSDARG00000103251	sh3pxd2b	ENSEEEP00000014238	ENSEEEG00000007056	SH3PXD2B
ENSDARP00000062080	ENSDARG00000042338	lpar2a	ENSEEEP00000044098	ENSEEEG00000020789	lpar2a
ENSDARP00000055503	ENSDARG00000038075	cyc1	ENSEEEP00000040146	ENSEEEG00000019031	CYC1
ENSDARP00000129711	ENSDARG00000098017	pet100	ENSEEEP00000044126	ENSEEEG00000020854	PET100
ENSDARP00000110504	ENSDARG00000010434	clu	ENSEEEP00000036752	ENSEEEG00000017446	CLU
ENSDARP00000059507	ENSDARG00000040644	pxylp1	ENSEEEP00000037148	ENSEEEG00000017644	PXYLP1
ENSDARP00000010070	ENSDARG00000007092	xab2	ENSEEEP00000044740	ENSEEEG00000021116	XAB2
ENSDARP00000036831	ENSDARG00000022437	cd81b	ENSEEEP00000022674	ENSEEEG00000011007	cd81a
ENSDARP00000114587	ENSDARG00000079499	stk32a	ENSEEEP00000059743	ENSEEEG00000026269	stk32a
ENSDARP00000009277	ENSDARG00000032129	gtf2f1	ENSEEEP00000015715	ENSEEEG00000007782	GTF2F1
ENSDARP00000064006	ENSDARG00000043587	srd5a2a	ENSEEEP00000036726	ENSEEEG00000017437	srd5a2a
ENSDARP00000105488	ENSDARG00000039116	nr5a5	ENSEEEP00000045490	ENSEEEG00000021138	nr5a5
ENSDARP00000055247	ENSDARG00000037906	alkbh7	ENSEEEP00000015722	ENSEEEG00000007789	ALKBH7
ENSDARP00000023925	ENSDARG00000013973	pex3	ENSEEEP00000052564	ENSEEEG00000024620	PEX3
ENSDARP00000054802	ENSDARG00000037628	trpt1	ENSEEEP00000029502	ENSEEEG00000014131	TRPT1
ENSDARP00000070383	ENSDARG00000070261	crlf3	ENSEEEP00000061684	ENSEEEG00000006489	CRLF3
ENSDARP00000132041	ENSDARG00000063095	ctsf	ENSEEEP00000029515	ENSEEEG00000014133	CTSF
ENSDARP00000090230	ENSDARG00000068698	psenen	ENSEEEP00000041485	ENSEEEG00000019617	psenen
ENSDARP00000027281	ENSDARG00000008060	scara3	ENSEEEP00000036755	ENSEEEG00000017447	SCARA3
ENSDARP00000032715	ENSDARG00000028048	rdh8a	ENSEEEP00000045745	ENSEEEG00000021566	rdh8a
ENSDARP00000120873	ENSDARG00000094675	trarg1b	ENSEEEP00000040085	ENSEEEG00000019005	trarg1b
ENSDARP00000076638	ENSDARG00000059166	slc22a13b	ENSEEEP00000023375	ENSEEEG00000011325	slc22a13b
ENSDARP00000078145	ENSDARG00000059866	cactin	ENSEEEP00000006998	ENSEEEG00000003687	CACTIN
ENSDARP00000115103	ENSDARG00000017173	si:dkey-29p10.4	ENSEEEP00000022664	ENSEEEG00000011006	si:dkey-29p10.4
ENSDARP00000079957	ENSDARG00000077236	hspb6	ENSEEEP00000041479	ENSEEEG00000019615	HSPB6
ENSDARP00000055509	ENSDARG00000038076	romo1	ENSEEEP00000059208	ENSEEEG00000024989	ROMO1
ENSDARP00000070545	ENSDARG00000053950	lin37	ENSEEEP00000041478	ENSEEEG00000019612	LIN37
ENSDARP00000055510	ENSDARG00000038074	ergic3	ENSEEEP00000040172	ENSEEEG00000019046	ERGIC3
ENSDARP00000022066	ENSDARG00000020265	angptl6	ENSEEEP00000042327	ENSEEEG00000019992	ANGPTL6
ENSDARP00000129474	ENSDARG00000079808	si:ch73-208g10.1	ENSEEEP00000058324	ENSEEEG00000021612	icam5
ENSDARP00000101147	ENSDARG00000077309	si:ch211-209f23.6	ENSEEEP00000028059	ENSEEEG00000013503	
ENSDARP00000038241	ENSDARG00000022232	ppan	ENSEEEP00000042325	ENSEEEG00000019975	ppan
ENSDARP00000030117	ENSDARG00000021753	ccdc25	ENSEEEP00000036764	ENSEEEG00000017448	CCDC25
ENSDARP00000127948	ENSDARG00000014929	p2ry11	ENSEEEP00000059421	ENSEEEG00000019973	P2RY11
ENSDARP00000027672	ENSDARG00000016889	eif3g	ENSEEEP00000042282	ENSEEEG00000019968	EIF3G
ENSDARP00000122927	ENSDARG00000006025	tp53i11b	ENSEEEP00000022660	ENSEEEG00000011005	tp53i11b
ENSDARP00000013243	ENSDARG00000030756	dnmt1	ENSEEEP00000042018	ENSEEEG00000019242	DNMT1
ENSDARP00000129411	ENSDARG00000097725	si:dkey-96g2.1	ENSEEEP00000002164	ENSEEEG00000001323	prss1
ENSDARP00000027550	ENSDARG00000007823	atf3	ENSEEEP00000050052	ENSEEEG00000023538	ATF3
ENSDARP00000128719	ENSDARG00000077473	mych	ENSEEEP00000040175	ENSEEEG00000019057	mych
ENSDARP00000126142	ENSDARG00000096248	ighd	ENSEEEP00000015703	ENSEEEG00000007777	
ENSDARP00000116394	ENSDARG00000026070	cd82b	ENSEEEP00000022657	ENSEEEG00000011003	cd82b
ENSDARP00000121111	ENSDARG00000042577	batf3	ENSEEEP00000050050	ENSEEEG00000026566	BATF3
ENSDARP00000030404	ENSDARG00000024471	nsl1	ENSEEEP00000050047	ENSEEEG00000023536	NSL1
ENSDARP00000014980	ENSDARG00000014554	ppp1r3cb	ENSEEEP00000058798	ENSEEEG00000026179	ppp1r3cb
ENSDARP00000119099	ENSDARG00000069729	mpg	ENSEEEP00000002311	ENSEEEG00000001385	MPG
ENSDARP00000002535	ENSDARG00000014685	esco2	ENSEEEP00000036767	ENSEEEG00000017450	ESCO2
ENSDARP00000039240	ENSDARG00000010918	nprl3	ENSEEEP00000002717	ENSEEEG00000001387	NPRL3
ENSDARP00000007817	ENSDARG00000016864	farsb	ENSEEEP00000000785	ENSEEEG00000000468	FARSB
ENSDARP00000109892	ENSDARG00000040070	coil	ENSEEEP00000010326	ENSEEEG00000005233	COIL
ENSDARP00000100779	ENSDARG00000079078	si:ch211-5k11.8	ENSEEEP00000002750	ENSEEEG00000001580	
ENSDARP00000153516	ENSDARG00000010035	engase	ENSEEEP00000060814	ENSEEEG00000016212	ENGASE
ENSDARP00000145784	ENSDARG00000040072	scpep1	ENSEEEP00000010460	ENSEEEG00000005238	SCPEP1
ENSDARP00000128469	ENSDARG00000018393	kank2	ENSEEEP00000062009	ENSEEEG00000027033	KANK2
ENSDARP00000126003	ENSDARG00000096342	ighv5-5	ENSEEEP00000056067	ENSEEEG00000027950	
ENSDARP00000013651	ENSDARG00000007221	pbk	ENSEEEP00000036770	ENSEEEG00000017454	PBK
ENSDARP00000068589	ENSDARG00000052279	osgn1	ENSEEEP00000058875	ENSEEEG00000024757	osgn1
ENSDARP00000125817	ENSDARG00000096241	ighv7-1	ENSEEEP00000054566	ENSEEEG00000025349	
ENSDARP00000126319	ENSDARG00000113309	ighv9-2	ENSEEEP00000052793	ENSEEEG00000027172	ighv6-1
ENSDARP00000126004	ENSDARG00000096424	ighv2-2	ENSEEEP00000015121	ENSEEEG00000007534	
ENSDARP00000126008	ENSDARG00000096280	ight	ENSEEEP00000062644	ENSEEEG00000025455	si:ch211-132g1.3
ENSDARP00000126270	ENSDARG00000096395	ighv11-1	ENSEEEP00000016884	ENSEEEG00000008365	ighv6-1
ENSDARP00000108008	ENSDARG00000091092	zcchc10	ENSEEEP00000059414	ENSEEEG00000028788	ZCCHC10
ENSDARP00000126267	ENSDARG00000096350	ighv1-2	ENSEEEP00000015159	ENSEEEG00000007557	ighv6-1
ENSDARP00000125854	ENSDARG00000096316	ighv10-1	ENSEEEP00000015140	ENSEEEG00000007546	ighv6-1
ENSDARP00000100232	ENSDARG00000075530	pigu	ENSEEEP00000057498	ENSEEEG00000000208	pigu
ENSDARP00000140922	ENSDARG00000096355	ighm	ENSEEEP00000015700	ENSEEEG00000007774	SYT10
ENSDARP00000125884	ENSDARG00000001857	aff4	ENSEEEP00000044192	ENSEEEG00000020881	AFF4
ENSDARP00000114452	ENSDARG00000094181	shroom1	ENSEEEP00000044185	ENSEEEG00000020879	shroom1
ENSDARP00000109832	ENSDARG00000073988	mntb	ENSEEEP00000040063	ENSEEEG00000018993	mntb
ENSDARP00000157644	ENSDARG00000001804	zgc:112148	ENSEEEP00000048519	ENSEEEG00000022831	zgc:112148
ENSDARP00000127484	ENSDARG00000062947	amn	ENSEEEP00000048515	ENSEEEG00000022830	AMN
ENSDARP00000128638	ENSDARG00000006522	otop2	ENSEEEP00000048507	ENSEEEG00000022827	otop2
ENSDARP00000038723	ENSDARG00000025428	socs3a	ENSEEEP00000048433	ENSEEEG00000022793	socs3a
ENSDARP00000111119	ENSDARG00000032327	usp36	ENSEEEP00000047330	ENSEEEG00000022281	USP36
ENSDARP00000116173	ENSDARG00000086490	sun2	ENSEEEP00000021776	ENSEEEG00000010591	
ENSDARP00000109030	ENSDARG00000089291	cenpx	ENSEEEP00000037528	ENSEEEG00000017844	cenpx
ENSDARP00000100228	ENSDARG00000089260	dus1l	ENSEEEP00000034061	ENSEEEG00000016224	DUS1L
ENSDARP00000050532	ENSDARG00000033046	ccni2	ENSEEEP00000043783	ENSEEEG00000020694	ccni2
ENSDARP00000128119	ENSDARG00000052426	si:ch211-256e16.3	ENSEEEP00000007707	ENSEEEG00000004039	si:ch211-256e16.3
ENSDARP00000127404	ENSDARG00000007774	vash2	ENSEEEP00000050017	ENSEEEG00000023514	VASH2
ENSDARP00000062413	ENSDARG00000042553	pex7	ENSEEEP00000036864	ENSEEEG00000017466	PEX7
ENSDARP00000129329	ENSDARG00000011083	si:dkey-42l23.2	ENSEEEP00000061907	ENSEEEG00000026964	si:dkey-42l23.2
ENSDARP00000127835	ENSDARG00000100690	si:ch211-256e16.11	ENSEEEP00000053243	ENSEEEG00000027265	
ENSDARP00000002357	ENSDARG00000013441	hey2	ENSEEEP00000036903	ENSEEEG00000017526	HEY2
ENSDARP00000128404	ENSDARG00000059914	sdr42e2	ENSEEEP00000036597	ENSEEEG00000017378	sdr42e2
ENSDARP00000090198	ENSDARG00000068680	ctrl	ENSEEEP00000007683	ENSEEEG00000004024	CTRL
ENSDARP00000143126	ENSDARG00000100752	rab21	ENSEEEP00000043344	ENSEEEG00000020472	RAB21
ENSDARP00000052178	ENSDARG00000035952	cdr2a	ENSEEEP00000036600	ENSEEEG00000017380	cdr2a
ENSDARP00000068618	ENSDARG00000052300	mfsd13al	ENSEEEP00000036612	ENSEEEG00000017383	zgc:171489
ENSDARP00000129154	ENSDARG00000086459	si:ch211-165g14.1	ENSEEEP00000036617	ENSEEEG00000017387	si:ch211-165g14.1
ENSDARP00000050728	ENSDARG00000034957	hddc2	ENSEEEP00000036905	ENSEEEG00000017527	HDDC2
ENSDARP00000057639	ENSDARG00000039453	dhrs7ca	ENSEEEP00000047250	ENSEEEG00000022238	dhrs7ca
ENSDARP00000033311	ENSDARG00000016743	angel2	ENSEEEP00000053936	ENSEEEG00000023512	angel2
ENSDARP00000126122	ENSDARG00000096276	ighv6-1	ENSEEEP00000008187	ENSEEEG00000004269	
ENSDARP00000143232	ENSDARG00000105744	ptprr	ENSEEEP00000043665	ENSEEEG00000020462	PTPRR
ENSDARP00000125929	ENSDARG00000096394	ighv4-3	ENSEEEP00000059244	ENSEEEG00000028820	
ENSDARP00000092027	ENSDARG00000014366	luc7l3	ENSEEEP00000016332	ENSEEEG00000008078	LUC7L3
ENSDARP00000110256	ENSDARG00000088972	si:dkey-238d18.4	ENSEEEP00000008398	ENSEEEG00000004384	si:dkey-238d18.4
ENSDARP00000125704	ENSDARG00000044328	ankrd46a	ENSEEEP00000043654	ENSEEEG00000020635	ankrd46a
ENSDARP00000140027	ENSDARG00000014531	atg4a	ENSEEEP00000055276	ENSEEEG00000020632	ATG4A
ENSDARP00000127973	ENSDARG00000059556	recql5	ENSEEEP00000037591	ENSEEEG00000017881	RECQL5
ENSDARP00000134397	ENSDARG00000040650	gps1	ENSEEEP00000034214	ENSEEEG00000016227	GPS1
ENSDARP00000062401	ENSDARG00000042548	tpd52l1	ENSEEEP00000036909	ENSEEEG00000017530	TPD52L1
ENSDARP00000044095	ENSDARG00000030560	helz	ENSEEEP00000008888	ENSEEEG00000004054	HELZ
ENSDARP00000068688	ENSDARG00000052360	cacng1b	ENSEEEP00000008893	ENSEEEG00000004590	cacng1b
ENSDARP00000017103	ENSDARG00000017454	nup50	ENSEEEP00000060608	ENSEEEG00000028902	NUP50
ENSDARP00000099217	ENSDARG00000074669	cacng4b	ENSEEEP00000008895	ENSEEEG00000004591	cacng4b
ENSDARP00000133662	ENSDARG00000068830	kiaa0930	ENSEEEP00000044224	ENSEEEG00000020890	zgc:172139
ENSDARP00000008898	ENSDARG00000018903	aimp2	ENSEEEP00000008896	ENSEEEG00000004592	AIMP2
ENSDARP00000118487	ENSDARG00000068257	kcne4	ENSEEEP00000033985	ENSEEEG00000016192	KCNE4
ENSDARP00000002746	ENSDARG00000013839	aldh3b1	ENSEEEP00000008435	ENSEEEG00000004287	aldh3b1
ENSDARP00000126088	ENSDARG00000060400	gpr185a	ENSEEEP00000043631	ENSEEEG00000020623	gpr185a
ENSDARP00000129615	ENSDARG00000091712	si:dkey-238d18.5	ENSEEEP00000053504	ENSEEEG00000027994	
ENSDARP00000080840	ENSDARG00000060944	rnf217	ENSEEEP00000036918	ENSEEEG00000017532	RNF217
ENSDARP00000098121	ENSDARG00000076324	lmtk2	ENSEEEP00000008916	ENSEEEG00000004602	LMTK2
ENSDARP00000129141	ENSDARG00000074086	tecpr1b	ENSEEEP00000008923	ENSEEEG00000004604	tecpr1b
ENSDARP00000046972	ENSDARG00000034240	capza1a	ENSEEEP00000052223	ENSEEEG00000024482	capza1a
ENSDARP00000126299	ENSDARG00000023940	si:ch73-362m14.4	ENSEEEP00000043625	ENSEEEG00000020622	si:ch73-362m14.4
ENSDARP00000108026	ENSDARG00000086332	bri3	ENSEEEP00000008925	ENSEEEG00000004608	BRI3
ENSDARP00000153223	ENSDARG00000069427	nkain2	ENSEEEP00000036922	ENSEEEG00000017534	NKAIN2
ENSDARP00000034738	ENSDARG00000013210	htr2cl2	ENSEEEP00000043623	ENSEEEG00000020620	htr2cl2
ENSDARP00000116965	ENSDARG00000020679	clpp	ENSEEEP00000008439	ENSEEEG00000004404	CLPP
ENSDARP00000041676	ENSDARG00000029353	serpine2	ENSEEEP00000034169	ENSEEEG00000016271	SERPINE2
ENSDARP00000128663	ENSDARG00000077080	gprc5ba	ENSEEEP00000037566	ENSEEEG00000017865	gprc5ba
ENSDARP00000115343	ENSDARG00000037783	proza	ENSEEEP00000037561	ENSEEEG00000017861	proza
ENSDARP00000104686	ENSDARG00000008020	med31	ENSEEEP00000040860	ENSEEEG00000019355	MED31
ENSDARP00000091815	ENSDARG00000041779	trdn	ENSEEEP00000036924	ENSEEEG00000017535	
ENSDARP00000071853	ENSDARG00000076602	prss59	ENSEEEP00000034177	ENSEEEG00000016273	PRSS16
ENSDARP00000113994	ENSDARG00000094392	si:dkey-229d11.5	ENSEEEP00000055203	ENSEEEG00000028045	
ENSDARP00000016784	ENSDARG00000021383	naalad2	ENSEEEP00000002848	ENSEEEG00000001437	naalad2
ENSDARP00000119471	ENSDARG00000020979	ripor3	ENSEEEP00000004824	ENSEEEG00000002518	RIPOR3
ENSDARP00000119657	ENSDARG00000077547	tmlhe	ENSEEEP00000040596	ENSEEEG00000019227	TMLHE
ENSDARP00000069597	ENSDARG00000053122	clvs2	ENSEEEP00000036926	ENSEEEG00000017537	CLVS2
ENSDARP00000069581	ENSDARG00000053119	smpdl3a	ENSEEEP00000036932	ENSEEEG00000017538	SMPDL3A
ENSDARP00000059532	ENSDARG00000040657	wipi1	ENSEEEP00000034571	ENSEEEG00000016442	WIPI1
ENSDARP00000007628	ENSDARG00000016484	dkc1	ENSEEEP00000043322	ENSEEEG00000020192	DKC1
ENSDARP00000068337	ENSDARG00000052073	blcap	ENSEEEP00000004818	ENSEEEG00000002514	BLCAP
ENSDARP00000129061	ENSDARG00000078868	tmem74b	ENSEEEP00000004815	ENSEEEG00000002512	TMEM74B
ENSDARP00000069577	ENSDARG00000053110	pkib	ENSEEEP00000036935	ENSEEEG00000017540	pkib
ENSDARP00000133267	ENSDARG00000022652	psmf1	ENSEEEP00000004812	ENSEEEG00000002511	PSMF1
ENSDARP00000090750	ENSDARG00000068973	pdlim4	ENSEEEP00000049980	ENSEEEG00000023496	PDLIM4
ENSDARP00000140535	ENSDARG00000099936	nlrc3l	ENSEEEP00000002966	ENSEEEG00000001689	nlrc3l
ENSDARP00000054604	ENSDARG00000037501	aasdhppt	ENSEEEP00000003011	ENSEEEG00000001711	AASDHPPT
ENSDARP00000123862	ENSDARG00000038593	rspo4	ENSEEEP00000004808	ENSEEEG00000002507	RSPO4
ENSDARP00000127826	ENSDARG00000018040	msantd4	ENSEEEP00000003035	ENSEEEG00000001713	MSANTD4
ENSDARP00000069555	ENSDARG00000053097	hsf2	ENSEEEP00000061450	ENSEEEG00000017747	HSF2
ENSDARP00000129512	ENSDARG00000038583	abraa	ENSEEEP00000004792	ENSEEEG00000002502	abraa
ENSDARP00000070154	ENSDARG00000053619	sra1	ENSEEEP00000049630	ENSEEEG00000023338	SRA1
ENSDARP00000077256	ENSDARG00000059523	rims4	ENSEEEP00000004790	ENSEEEG00000002501	RIMS4
ENSDARP00000130065	ENSDARG00000099430	atg16l1	ENSEEEP00000046797	ENSEEEG00000021915	ATG16L1
ENSDARP00000027118	ENSDARG00000013078	ywhaba	ENSEEEP00000004786	ENSEEEG00000002495	ywhaba
ENSDARP00000131265	ENSDARG00000102241	zgc:136410	ENSEEEP00000059297	ENSEEEG00000027075	
ENSDARP00000061260	ENSDARG00000041799	gja1b	ENSEEEP00000014881	ENSEEEG00000007407	cx43
ENSDARP00000139736	ENSDARG00000105131	cog1	ENSEEEP00000034597	ENSEEEG00000016455	COG1
ENSDARP00000137788	ENSDARG00000103740	fundc2	ENSEEEP00000043575	ENSEEEG00000020589	FUNDC2
ENSDARP00000133727	ENSDARG00000098242	brcc3	ENSEEEP00000043547	ENSEEEG00000020583	BRCC3
ENSDARP00000141763	ENSDARG00000100774	cmc4	ENSEEEP00000043561	ENSEEEG00000020587	CMC4
ENSDARP00000091787	ENSDARG00000076789	gja13.2	ENSEEEP00000014886	ENSEEEG00000007408	cx32.2
ENSDARP00000001240	ENSDARG00000001557	tomm34	ENSEEEP00000004764	ENSEEEG00000002493	TOMM34
ENSDARP00000091780	ENSDARG00000069411	gja11	ENSEEEP00000014893	ENSEEEG00000007418	cx34.5
ENSDARP00000122813	ENSDARG00000041734	tbc1d32	ENSEEEP00000014897	ENSEEEG00000007421	TBC1D32
ENSDARP00000061246	ENSDARG00000041787	gja13.1	ENSEEEP00000063729	ENSEEEG00000007415	cx32.3
ENSDARP00000061250	ENSDARG00000041792	gja12.2	ENSEEEP00000014890	ENSEEEG00000007413	cx28.1
ENSDARP00000061255	ENSDARG00000041797	gja12.1	ENSEEEP00000059144	ENSEEEG00000026049	cx28.9
ENSDARP00000061172	ENSDARG00000041736	hsdl1	ENSEEEP00000014895	ENSEEEG00000007419	HSDL1
ENSDARP00000139166	ENSDARG00000038378	sagb	ENSEEEP00000058047	ENSEEEG00000022040	sagb
ENSDARP00000056318	ENSDARG00000038577	cox6c	ENSEEEP00000004761	ENSEEEG00000002492	cox6c
ENSDARP00000145842	ENSDARG00000114141		ENSEEEP00000025149	ENSEEEG00000012191	
ENSDARP00000132772	ENSDARG00000099541		ENSEEEP00000046723	ENSEEEG00000022003	DEPDC1B
ENSDARP00000144783	ENSDARG00000112053		ENSEEEP00000055309	ENSEEEG00000024818	fto
ENSDARP00000131887	ENSDARG00000110705		ENSEEEP00000043272	ENSEEEG00000020439	srsf7a
ENSDARP00000103823	ENSDARG00000074264		ENSEEEP00000019328	ENSEEEG00000009467	TMEM186
ENSDARP00000134070	ENSDARG00000099719		ENSEEEP00000044111	ENSEEEG00000020845	cdkn1d
ENSDARP00000154513	ENSDARG00000110475		ENSEEEP00000022832	ENSEEEG00000011078	C4orf47
ENSDARP00000155223	ENSDARG00000114595		ENSEEEP00000011809	ENSEEEG00000005948	cep170ab
ENSDARP00000146749	ENSDARG00000110887		ENSEEEP00000008147	ENSEEEG00000004246	CCDC90B
ENSDARP00000146115	ENSDARG00000114480		ENSEEEP00000059812	ENSEEEG00000027339	cdc42ep4a
ENSDARP00000149966	ENSDARG00000115363		ENSEEEP00000042587	ENSEEEG00000020109	mtus1a
ENSDARP00000147142	ENSDARG00000110721	etfbkmt	ENSEEEP00000053889	ENSEEEG00000025745	etfbkmt
ENSDARP00000129972	ENSDARG00000101462		ENSEEEP00000024637	ENSEEEG00000011944	SETDB2
ENSDARP00000132891	ENSDARG00000100290	sphk1	ENSEEEP00000022534	ENSEEEG00000010939	SPHK1
ENSDARP00000154626	ENSDARG00000114397		ENSEEEP00000014341	ENSEEEG00000007128	ODF3B
ENSDARP00000081313	ENSDARG00000061147	zfp64	ENSEEEP00000050516	ENSEEEG00000023755	ZFP64
ENSDARP00000138344	ENSDARG00000097691	pclaf	ENSEEEP00000041804	ENSEEEG00000019772	pclaf
ENSDARP00000147433	ENSDARG00000115216		ENSEEEP00000021508	ENSEEEG00000010483	snap91b
ENSDARP00000151932	ENSDARG00000110843		ENSEEEP00000029689	ENSEEEG00000014223	MORN3
ENSDARP00000135403	ENSDARG00000100651		ENSEEEP00000005385	ENSEEEG00000002819	PDCL3
ENSDARP00000086527	ENSDARG00000110182		ENSEEEP00000014815	ENSEEEG00000007372	BEND7
ENSDARP00000078120	ENSDARG00000115064	alkbh2	ENSEEEP00000049614	ENSEEEG00000023328	ALKBH2
ENSDARP00000150597	ENSDARG00000114340		ENSEEEP00000060673	ENSEEEG00000027718	RABIF
ENSDARP00000139558	ENSDARG00000102733		ENSEEEP00000011935	ENSEEEG00000006015	EMC4
ENSDARP00000145735	ENSDARG00000111414		ENSEEEP00000054950	ENSEEEG00000027007	zgc:172270
ENSDARP00000145126	ENSDARG00000109650		ENSEEEP00000061016	ENSEEEG00000023796	asb13a.1
ENSDARP00000107779	ENSDARG00000089331	urahb	ENSEEEP00000039582	ENSEEEG00000018790	urahb
ENSDARP00000152000	ENSDARG00000115604		ENSEEEP00000036371	ENSEEEG00000017296	XKR9
ENSDARP00000155448	ENSDARG00000110613		ENSEEEP00000027241	ENSEEEG00000013148	PNPLA4
ENSDARP00000059306	ENSDARG00000040523	smpd2a	ENSEEEP00000018130	ENSEEEG00000008916	smpd2a
ENSDARP00000132527	ENSDARG00000105053	dbx2	ENSEEEP00000041810	ENSEEEG00000019775	pnx
ENSDARP00000140126	ENSDARG00000098859	nop14	ENSEEEP00000000583	ENSEEEG00000000391	NOP14
ENSDARP00000147339	ENSDARG00000111361		ENSEEEP00000027352	ENSEEEG00000013200	
ENSDARP00000145283	ENSDARG00000112872		ENSEEEP00000020671	ENSEEEG00000010083	RILPL2
ENSDARP00000149993	ENSDARG00000101908	rab3ip	ENSEEEP00000057575	ENSEEEG00000020398	rab3ip
ENSDARP00000149850	ENSDARG00000115842	metrn	ENSEEEP00000051036	ENSEEEG00000023962	metrn
ENSDARP00000105155	ENSDARG00000088356	tmem117	ENSEEEP00000041854	ENSEEEG00000019786	TMEM117
ENSDARP00000149427	ENSDARG00000109337	nanos1	ENSEEEP00000033687	ENSEEEG00000016035	NANOS1
ENSDARP00000112432	ENSDARG00000087303	cebpd	ENSEEEP00000022270	ENSEEEG00000010813	cebpd
ENSDARP00000148293	ENSDARG00000110318	mbd1b	ENSEEEP00000055280	ENSEEEG00000025519	mbd1b
ENSDARP00000133721	ENSDARG00000103603		ENSEEEP00000046433	ENSEEEG00000021863	
ENSDARP00000149172	ENSDARG00000114736	gpx1a	ENSEEEP00000020198	ENSEEEG00000009861	gpx1a
ENSDARP00000044424	ENSDARG00000010940		ENSEEEP00000042542	ENSEEEG00000020089	
ENSDARP00000132803	ENSDARG00000104348	fgf2	ENSEEEP00000053466	ENSEEEG00000028387	FGF2
ENSDARP00000155959	ENSDARG00000088123	znf217	ENSEEEP00000050525	ENSEEEG00000023759	ZNF217
ENSDARP00000145912	ENSDARG00000110756		ENSEEEP00000035094	ENSEEEG00000016692	CLEC3A
ENSDARP00000126254	ENSDARG00000086169	rskrb	ENSEEEP00000040835	ENSEEEG00000019344	rskrb
ENSDARP00000131814	ENSDARG00000098733	pxdn	ENSEEEP00000017767	ENSEEEG00000008770	EPX
ENSDARP00000067557	ENSDARG00000045968	spg11	ENSEEEP00000041026	ENSEEEG00000019427	SPG11
ENSDARP00000132205	ENSDARG00000015835	eif4e2rs1	ENSEEEP00000013292	ENSEEEG00000006659	eif4e2rs1
ENSDARP00000009683	ENSDARG00000019265	zbtb39	ENSEEEP00000001562	ENSEEEG00000001004	ZBTB39
ENSDARP00000140482	ENSDARG00000101631	etfa	ENSEEEP00000033339	ENSEEEG00000015150	ETFA
ENSDARP00000135205	ENSDARG00000101618	ube2c	ENSEEEP00000015022	ENSEEEG00000007359	ube2c
ENSDARP00000127581	ENSDARG00000077098	trim65	ENSEEEP00000048502	ENSEEEG00000022823	TRIM65
ENSDARP00000132405	ENSDARG00000101967	sult4a1	ENSEEEP00000010267	ENSEEEG00000005197	SULT4A1
ENSDARP00000140152	ENSDARG00000099961	bnip3	ENSEEEP00000010020	ENSEEEG00000005089	BNIP3
ENSDARP00000155976	ENSDARG00000109783	igsf11	ENSEEEP00000018849	ENSEEEG00000009257	IGSF11
ENSDARP00000108647	ENSDARG00000088999	mettl4	ENSEEEP00000002268	ENSEEEG00000001367	METTL4
ENSDARP00000143798	ENSDARG00000052368	cltb	ENSEEEP00000058115	ENSEEEG00000026208	CLTB
ENSDARP00000136802	ENSDARG00000102305	svbp	ENSEEEP00000054500	ENSEEEG00000026068	SVBP
ENSDARP00000136241	ENSDARG00000099997	cox20	ENSEEEP00000052788	ENSEEEG00000026048	COX20
ENSDARP00000156332	ENSDARG00000110178	lyl1	ENSEEEP00000009524	ENSEEEG00000004871	lyl1
ENSDARP00000105159	ENSDARG00000086616	ccr8.2	ENSEEEP00000005912	ENSEEEG00000003140	CCR8
ENSDARP00000131109	ENSDARG00000101150		ENSEEEP00000064118	ENSEEEG00000028964	RAB19
