Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSP00000553575	ENSG00000154305	MIA3	ENSEEEP00000044127	ENSEEEG00000020855	MIA3
ENSP00000577930	ENSG00000011007	ELOA	ENSEEEP00000018111	ENSEEEG00000008905	eloa
ENSP00000234454	ENSG00000116096	SPR	ENSEEEP00000010726	ENSEEEG00000005425	spra
ENSP00000233710	ENSG00000115361	ACADL	ENSEEEP00000038609	ENSEEEG00000018326	acadl
ENSP00000245787	ENSG00000125629	INSIG2	ENSEEEP00000041024	ENSEEEG00000019419	INSIG2
ENSP00000554785	ENSG00000005436	GCFC2	ENSEEEP00000004158	ENSEEEG00000002205	GCFC2
ENSP00000360275	ENSG00000173406	DAB1	ENSEEEP00000059050	ENSEEEG00000021955	dab1a
ENSP00000237247	ENSG00000118473	SGIP1	ENSEEEP00000031961	ENSEEEG00000015250	SGIP1
ENSP00000540943	ENSG00000198929	NOS1AP	ENSEEEP00000014246	ENSEEEG00000007081	nos1apa
ENSP00000544954	ENSG00000162971	TYW5	ENSEEEP00000003032	ENSEEEG00000001710	tyw5
ENSP00000358778	ENSG00000121931	LRIF1	ENSEEEP00000048969	ENSEEEG00000023015	lrif1
ENSP00000564973	ENSG00000126088	UROD	ENSEEEP00000046308	ENSEEEG00000021745	UROD
ENSP00000699198	ENSG00000175707	KDF1	ENSEEEP00000063838	ENSEEEG00000027409	kdf1a
ENSP00000384006	ENSG00000138380	CARF	ENSEEEP00000040236	ENSEEEG00000019076	CARF
ENSP00000354643	ENSG00000211452	DIO1	ENSEEEP00000053664	ENSEEEG00000025761	DIO1
ENSP00000254227	ENSG00000131910	NR0B2	ENSEEEP00000029661	ENSEEEG00000014208	nr0b2a
ENSP00000354488	ENSG00000159173	TNNI1	ENSEEEP00000064003	ENSEEEG00000007212	tnni1a
ENSP00000304895	ENSG00000169047	IRS1	ENSEEEP00000031175	ENSEEEG00000014933	IRS1
ENSP00000799032	ENSG00000184731	FAM110C	ENSEEEP00000012085	ENSEEEG00000006096	fam110c
ENSP00000595826	ENSG00000187147	RNF220	ENSEEEP00000004591	ENSEEEG00000002395	RNF220
ENSP00000342876	ENSG00000030419	IKZF2	ENSEEEP00000054236	ENSEEEG00000023138	IKZF2
ENSP00000362942	ENSG00000204138	PHACTR4	ENSEEEP00000029445	ENSEEEG00000014097	phactr4a
ENSP00000305204	ENSG00000169607	CKAP2L	ENSEEEP00000019003	ENSEEEG00000009319	CKAP2L
ENSP00000544549	ENSG00000172005	MAL	ENSEEEP00000003114	ENSEEEG00000001767	malb
ENSP00000529499	ENSG00000136718	IMP4	ENSEEEP00000019417	ENSEEEG00000009363	IMP4
ENSP00000272732	ENSG00000144306	SCRN3	ENSEEEP00000009675	ENSEEEG00000004932	SCRN3
ENSP00000386884	ENSG00000121966	CXCR4	ENSEEEP00000047755	ENSEEEG00000022477	cxcr4a
ENSP00000378195	ENSG00000119737	GPR75	ENSEEEP00000017910	ENSEEEG00000008837	GPR75
ENSP00000545201	ENSG00000126107	HECTD3	ENSEEEP00000015921	ENSEEEG00000007753	HECTD3
ENSP00000302548	ENSG00000170166	HOXD4	ENSEEEP00000021326	ENSEEEG00000010390	hoxd4a
ENSP00000701171	ENSG00000117222	RBBP5	ENSEEEP00000032931	ENSEEEG00000015235	RBBP5
ENSP00000392678	ENSG00000174574	AKIRIN1	ENSEEEP00000060273	ENSEEEG00000010473	AKIRIN1
ENSP00000584146	ENSG00000183155	RABIF	ENSEEEP00000060673	ENSEEEG00000027718	RABIF
ENSP00000383118	ENSG00000070831	CDC42	ENSEEEP00000012720	ENSEEEG00000006360	CDC42
ENSP00000319341	ENSG00000181817	LSM10	ENSEEEP00000045020	ENSEEEG00000021247	oscp1a
ENSP00000362424	ENSG00000204104	TRAF3IP1	ENSEEEP00000025445	ENSEEEG00000012347	TRAF3IP1
ENSP00000366430	ENSG00000162441	LZIC	ENSEEEP00000048313	ENSEEEG00000022754	LZIC
ENSP00000401834	ENSG00000119013	NDUFB3	ENSEEEP00000015092	ENSEEEG00000007518	NDUFB3
ENSP00000364261	ENSG00000169914	OTUD3	ENSEEEP00000029579	ENSEEEG00000014171	OTUD3
ENSP00000235090	ENSG00000116455	WDR77	ENSEEEP00000025155	ENSEEEG00000012193	WDR77
ENSP00000673079	ENSG00000142634	EFHD2	ENSEEEP00000055560	ENSEEEG00000026372	EFHD2
ENSP00000552701	ENSG00000277893	SRD5A2	ENSEEEP00000036726	ENSEEEG00000017437	srd5a2a
ENSP00000492098	ENSG00000115525	ST3GAL5	ENSEEEP00000050650	ENSEEEG00000023810	ST3GAL5
ENSP00000500814	ENSG00000158887	MPZ	ENSEEEP00000057674	ENSEEEG00000014705	CAPZA2
ENSP00000404131	ENSG00000163235	TGFA	ENSEEEP00000018044	ENSEEEG00000008883	TGFA
ENSP00000351273	ENSG00000064012	CASP8	ENSEEEP00000042113	ENSEEEG00000019890	CASP8
ENSP00000477563	ENSG00000153029	MR1	ENSEEEP00000005627	ENSEEEG00000027817	
ENSP00000322730	ENSG00000135916	ITM2C	ENSEEEP00000003073	ENSEEEG00000001744	itm2cb
ENSP00000598098	ENSG00000150938	CRIM1	ENSEEEP00000046295	ENSEEEG00000021801	CRIM1
ENSP00000544510	ENSG00000118263	KLF7	ENSEEEP00000040075	ENSEEEG00000018997	klf7b
ENSP00000238044	ENSG00000119147	ECRG4	ENSEEEP00000063008	ENSEEEG00000028936	ecrg4a
ENSP00000567178	ENSG00000118960	HS1BP3	ENSEEEP00000018932	ENSEEEG00000009284	HS1BP3
ENSP00000370171	ENSG00000115138	POMC	ENSEEEP00000041905	ENSEEEG00000019801	pomca
ENSP00000641524	ENSG00000115641	FHL2	ENSEEEP00000000692	ENSEEEG00000000471	FHL2
ENSP00000355556	ENSG00000168243	GNG4	ENSEEEP00000019005	ENSEEEG00000009317	GNG4
ENSP00000476499	ENSG00000273274	ZBTB8B	ENSEEEP00000031451	ENSEEEG00000015046	zbtb8b
ENSP00000365679	ENSG00000011021	CLCN6	ENSEEEP00000005978	ENSEEEG00000002452	CLCN6
ENSP00000502380	ENSG00000134259	NGF	ENSEEEP00000030529	ENSEEEG00000014623	ngfb
ENSP00000356701	ENSG00000135845	PIGC	ENSEEEP00000024545	ENSEEEG00000011904	PIGC
ENSP00000565210	ENSG00000143363	PRUNE1	ENSEEEP00000062250	ENSEEEG00000025759	prune
ENSP00000770725	ENSG00000158062	UBXN11	ENSEEEP00000023777	ENSEEEG00000011525	UBXN11
ENSP00000264151	ENSG00000128694	OSGEPL1	ENSEEEP00000049400	ENSEEEG00000023216	OSGEPL1
ENSP00000579833	ENSG00000162366	PDZK1IP1	ENSEEEP00000061128	ENSEEEG00000025822	PDZK1IP1
ENSP00000460964	ENSG00000123472	ATPAF1	ENSEEEP00000035994	ENSEEEG00000017125	ATPAF1
ENSP00000263857	ENSG00000068654	POLR1A	ENSEEEP00000020153	ENSEEEG00000009840	POLR1A
ENSP00000387156	ENSG00000115661	STK16	ENSEEEP00000041769	ENSEEEG00000019753	STK16
ENSP00000381577	ENSG00000115464	USP34	ENSEEEP00000062070	ENSEEEG00000017138	USP34
ENSP00000526250	ENSG00000116670	MAD2L2	ENSEEEP00000001265	ENSEEEG00000000859	MAD2L2
ENSP00000496757	ENSG00000171863	RPS7	ENSEEEP00000019933	ENSEEEG00000009739	RPS7
ENSP00000408683	ENSG00000138398	PPIG	ENSEEEP00000009809	ENSEEEG00000004993	PPIG
ENSP00000406286	ENSG00000160685	ZBTB7B	ENSEEEP00000008909	ENSEEEG00000004599	ZBTB7B
ENSP00000608627	ENSG00000169016	E2F6	ENSEEEP00000020094	ENSEEEG00000009819	si:ch211-195d17.2
ENSP00000403888	ENSG00000162946	DISC1	ENSEEEP00000046452	ENSEEEG00000021873	roraa
ENSP00000263991	ENSG00000115504	EHBP1	ENSEEEP00000010047	ENSEEEG00000005099	EHBP1
ENSP00000512715	ENSG00000097096	SYDE2	ENSEEEP00000004890	ENSEEEG00000002553	RETREG3
ENSP00000624499	ENSG00000144381	HSPD1	ENSEEEP00000040664	ENSEEEG00000019252	hspd1
ENSP00000513813	ENSG00000136631	VPS45	ENSEEEP00000029699	ENSEEEG00000014207	VPS45
ENSP00000498687	ENSG00000286095	SPEGNB	ENSEEEP00000043471	ENSEEEG00000020549	SPEGNB
ENSP00000255030	ENSG00000132693	CRP	ENSEEEP00000051033	ENSEEEG00000023960	crp1
ENSP00000385158	ENSG00000170264	FAM161A	ENSEEEP00000061846	ENSEEEG00000025670	CCDC148
ENSP00000322175	ENSG00000162433	AK4	ENSEEEP00000041547	ENSEEEG00000019653	ak4
ENSP00000575081	ENSG00000066248	NGEF	ENSEEEP00000036875	ENSEEEG00000017507	NGEF
ENSP00000553919	ENSG00000115718	PROC	ENSEEEP00000023022	ENSEEEG00000011178	F7
ENSP00000343742	ENSG00000162819	BROX	ENSEEEP00000044091	ENSEEEG00000020836	BROX
ENSP00000410992	ENSG00000115275	MOGS	ENSEEEP00000024934	ENSEEEG00000012091	MOGS
ENSP00000355141	ENSG00000162430	SELENON	ENSEEEP00000042249	ENSEEEG00000019955	selenon
ENSP00000523645	ENSG00000176720	BOK	ENSEEEP00000053080	ENSEEEG00000027754	boka
ENSP00000360270	ENSG00000162600	OMA1	ENSEEEP00000024741	ENSEEEG00000011973	OMA1
ENSP00000722352	ENSG00000068912	ERLEC1	ENSEEEP00000017905	ENSEEEG00000008834	ERLEC1
ENSP00000264703	ENSG00000115226	FNDC4	ENSEEEP00000008987	ENSEEEG00000004638	fndc4a
ENSP00000331867	ENSG00000173662	TAS1R1	ENSEEEP00000017128	ENSEEEG00000008474	TAS1R1
ENSP00000522902	ENSG00000125703	ATG4C	ENSEEEP00000022589	ENSEEEG00000010970	ATG4C
ENSP00000560750	ENSG00000035115	SH3YL1	ENSEEEP00000033451	ENSEEEG00000015903	SH3YL1
ENSP00000537324	ENSG00000084652	TXLNA	ENSEEEP00000018140	ENSEEEG00000008835	TXLNA
ENSP00000393596	ENSG00000115760	BIRC6	ENSEEEP00000025922	ENSEEEG00000011971	BIRC6
ENSP00000581836	ENSG00000078618	NRDC	ENSEEEP00000035978	ENSEEEG00000016978	Nrd1
ENSP00000512655	ENSG00000163599	CTLA4	ENSEEEP00000058426	ENSEEEG00000024675	CD28
ENSP00000341159	ENSG00000188452	CERKL	ENSEEEP00000012042	ENSEEEG00000006060	CERKL
ENSP00000260956	ENSG00000138385	SSB	ENSEEEP00000009794	ENSEEEG00000004982	SSB
ENSP00000576527	ENSG00000075884	ARHGAP15	ENSEEEP00000021409	ENSEEEG00000010433	ARHGAP15
ENSP00000386874	ENSG00000188010	MORN2	ENSEEEP00000062023	ENSEEEG00000025984	MORN2
ENSP00000258381	ENSG00000135899	SP110	ENSEEEP00000028733	ENSEEEG00000013806	
ENSP00000544416	ENSG00000019169	MARCO	ENSEEEP00000041037	ENSEEEG00000019434	marco
ENSP00000529713	ENSG00000121644	DESI2	ENSEEEP00000037014	ENSEEEG00000017573	DESI2
ENSP00000560108	ENSG00000123684	LPGAT1	ENSEEEP00000032572	ENSEEEG00000015526	LPGAT1
ENSP00000498608	ENSG00000138395	CDK15	ENSEEEP00000022687	ENSEEEG00000011014	CDK15
ENSP00000380494	ENSG00000116990	MYCL	ENSEEEP00000032470	ENSEEEG00000015478	myclb
ENSP00000638304	ENSG00000115966	ATF2	ENSEEEP00000021262	ENSEEEG00000010355	ATF2
ENSP00000264198	ENSG00000090432	MUL1	ENSEEEP00000003316	ENSEEEG00000001870	mul1b
ENSP00000777510	ENSG00000143013	LMO4	ENSEEEP00000027102	ENSEEEG00000013086	lmo4b
ENSP00000611981	ENSG00000116750	UCHL5	ENSEEEP00000025186	ENSEEEG00000012204	UCHL5
ENSP00000009105	ENSG00000008118	CAMK1G	ENSEEEP00000003836	ENSEEEG00000002019	camk1gb
ENSP00000244230	ENSG00000124383	MPHOSPH10	ENSEEEP00000038960	ENSEEEG00000018436	MPHOSPH10
ENSP00000403039	ENSG00000127483	HP1BP3	ENSEEEP00000026307	ENSEEEG00000012732	HP1BP3
ENSP00000295148	ENSG00000163026	WDCP	ENSEEEP00000025833	ENSEEEG00000012523	WDCP
ENSP00000485216	ENSG00000175701	MTLN	ENSEEEP00000003109	ENSEEEG00000001764	MTLN
ENSP00000507233	ENSG00000151687	ANKAR	ENSEEEP00000049405	ENSEEEG00000023220	ankar
ENSP00000386893	ENSG00000240344	PPIL3	ENSEEEP00000000256	ENSEEEG00000000172	PPIL3
ENSP00000287482	ENSG00000156876	SASS6	ENSEEEP00000024563	ENSEEEG00000011815	SASS6
ENSP00000744947	ENSG00000143368	SF3B4	ENSEEEP00000050840	ENSEEEG00000023878	SF3B4
ENSP00000323424	ENSG00000143319	ISG20L2	ENSEEEP00000030702	ENSEEEG00000014696	ISG20L2
ENSP00000627832	ENSG00000162998	FRZB	ENSEEEP00000013229	ENSEEEG00000006629	FRZB
ENSP00000507939	ENSG00000138095	LRPPRC	ENSEEEP00000015006	ENSEEEG00000007376	LRPPRC
ENSP00000598885	ENSG00000144224	UBXN4	ENSEEEP00000048284	ENSEEEG00000022738	UBXN4
ENSP00000497576	ENSG00000198715	GLMP	ENSEEEP00000005575	ENSEEEG00000002933	GLMP
ENSP00000657725	ENSG00000198130	HIBCH	ENSEEEP00000049344	ENSEEEG00000023166	HIBCH
ENSP00000735747	ENSG00000119782	FKBP1B	ENSEEEP00000025835	ENSEEEG00000012524	fkbp1aa
ENSP00000586272	ENSG00000160691	SHC1	ENSEEEP00000023489	ENSEEEG00000011241	SHC1
ENSP00000631601	ENSG00000115233	PSMD14	ENSEEEP00000030381	ENSEEEG00000014366	PSMD14
ENSP00000799266	ENSG00000132313	MRPL35	ENSEEEP00000012568	ENSEEEG00000006309	MRPL35
ENSP00000548808	ENSG00000158828	PINK1	ENSEEEP00000003966	ENSEEEG00000002120	PINK1
ENSP00000351671	ENSG00000115009	CCL20	ENSEEEP00000018816	ENSEEEG00000009245	ccl19b
ENSP00000321330	ENSG00000151692	RNF144A	ENSEEEP00000064504	ENSEEEG00000025189	rnf144aa
ENSP00000552361	ENSG00000116649	SRM	ENSEEEP00000047997	ENSEEEG00000022611	SRM
ENSP00000597824	ENSG00000143294	PRCC	ENSEEEP00000062774	ENSEEEG00000024778	PRCC
ENSP00000413150	ENSG00000239887	C1orf226	ENSEEEP00000014247	ENSEEEG00000007084	FAM219A
ENSP00000356652	ENSG00000116161	CACYBP	ENSEEEP00000009569	ENSEEEG00000004889	CACYBP
ENSP00000368678	ENSG00000188157	AGRN	ENSEEEP00000030384	ENSEEEG00000014468	AGRN
ENSP00000289753	ENSG00000158748	HTR6	ENSEEEP00000029533	ENSEEEG00000014144	HTR6
ENSP00000428746	ENSG00000176092	CRYBG2	ENSEEEP00000025597	ENSEEEG00000012416	crybg2
ENSP00000600413	ENSG00000122481	RWDD3	ENSEEEP00000037190	ENSEEEG00000017675	RWDD3
ENSP00000591984	ENSG00000163041	H3-3A	ENSEEEP00000001901	ENSEEEG00000001181	h3f3a
ENSP00000568638	ENSG00000115816	CEBPZ	ENSEEEP00000019661	ENSEEEG00000009629	CEBPZ
ENSP00000386766	ENSG00000196950	SLC39A10	ENSEEEP00000061242	ENSEEEG00000001624	SLC39A10
ENSP00000356737	ENSG00000120370	GORAB	ENSEEEP00000052965	ENSEEEG00000028722	
ENSP00000556181	ENSG00000239305	RNF103	ENSEEEP00000019346	ENSEEEG00000009479	RNF103
ENSP00000272217	ENSG00000143862	ARL8A	ENSEEEP00000064629	ENSEEEG00000015207	arl3l2
ENSP00000407034	ENSG00000117450	PRDX1	ENSEEEP00000023107	ENSEEEG00000011207	PRDX1
ENSP00000238823	ENSG00000119812	FAM98A	ENSEEEP00000025024	ENSEEEG00000012139	FAM98A
ENSP00000603650	ENSG00000143771	CNIH4	ENSEEEP00000052516	ENSEEEG00000024599	CNIH4
ENSP00000576144	ENSG00000084733	RAB10	ENSEEEP00000010771	ENSEEEG00000005448	RAB10
ENSP00000625206	ENSG00000143486	EIF2D	ENSEEEP00000003690	ENSEEEG00000002008	EIF2D
ENSP00000387159	ENSG00000163273	NPPC	ENSEEEP00000026464	ENSEEEG00000012804	NPPC
ENSP00000490802	ENSG00000235118	FAM237A	ENSEEEP00000023206	ENSEEEG00000011251	FAM237A
ENSP00000649759	ENSG00000162980	ARL5A	ENSEEEP00000025309	ENSEEEG00000012271	ARL5A
ENSP00000343890	ENSG00000224051	CPTP	ENSEEEP00000003280	ENSEEEG00000001847	CPTP
ENSP00000501117	ENSG00000078018	MAP2	ENSEEEP00000038405	ENSEEEG00000018242	
ENSP00000294360	ENSG00000162384	CZIB	ENSEEEP00000023012	ENSEEEG00000011169	CZIB
ENSP00000508649	ENSG00000169507	SLC38A11	ENSEEEP00000037100	ENSEEEG00000017618	SLC38A11
ENSP00000677337	ENSG00000198860	TSEN15	ENSEEEP00000061554	ENSEEEG00000028390	TSEN15
ENSP00000598606	ENSG00000116874	WARS2	ENSEEEP00000018989	ENSEEEG00000009310	WARS2
ENSP00000374443	ENSG00000143669	LYST	ENSEEEP00000018832	ENSEEEG00000008135	LYST
ENSP00000639455	ENSG00000157181	ODR4	ENSEEEP00000040710	ENSEEEG00000019296	ODR4
ENSP00000592661	ENSG00000169679	BUB1	ENSEEEP00000051405	ENSEEEG00000024118	bub1
ENSP00000258436	ENSG00000135953	SLC67A2	ENSEEEP00000005085	ENSEEEG00000002653	MFSD9
ENSP00000286186	ENSG00000003400	CASP10	ENSEEEP00000023204	ENSEEEG00000011250	CASP10
ENSP00000520902	ENSG00000128699	ORMDL1	ENSEEEP00000063216	ENSEEEG00000025803	ORMDL1
ENSP00000552873	ENSG00000119203	CPSF3	ENSEEEP00000020892	ENSEEEG00000010171	CPSF3
ENSP00000618612	ENSG00000203666	DRC8	ENSEEEP00000028188	ENSEEEG00000013566	EFCAB2
ENSP00000613557	ENSG00000153832	FBXO36	ENSEEEP00000059991	ENSEEEG00000028346	fbxo36b
ENSP00000358421	ENSG00000203857	HSD3B1	ENSEEEP00000018976	ENSEEEG00000009303	hsd3b1
ENSP00000502548	ENSG00000116198	CEP104	ENSEEEP00000001243	ENSEEEG00000000848	CEP104
ENSP00000587663	ENSG00000196290	NIF3L1	ENSEEEP00000039904	ENSEEEG00000018916	NIF3L1
ENSP00000593364	ENSG00000116288	PARK7	ENSEEEP00000028442	ENSEEEG00000013675	PARK7
ENSP00000579749	ENSG00000121964	QTMAN	ENSEEEP00000021404	ENSEEEG00000010431	GTDC1
ENSP00000349805	ENSG00000197852	INKA2	ENSEEEP00000027481	ENSEEEG00000013252	INKA2
ENSP00000357304	ENSG00000132680	KHDC4	ENSEEEP00000008905	ENSEEEG00000004598	KHDC4
ENSP00000656382	ENSG00000162910	MRPL55	ENSEEEP00000003202	ENSEEEG00000001802	zgc:171480
ENSP00000690573	ENSG00000205221	VIT	ENSEEEP00000013892	ENSEEEG00000006904	VIT
ENSP00000318977	ENSG00000178295	GEN1	ENSEEEP00000043756	ENSEEEG00000020683	PHF19
ENSP00000589500	ENSG00000055044	NOP58	ENSEEEP00000022669	ENSEEEG00000011002	NOP58
ENSP00000558110	ENSG00000197273	GUCA2A	ENSEEEP00000027723	ENSEEEG00000013348	GUCA2A
ENSP00000258281	ENSG00000135801	TAF5L	ENSEEEP00000061402	ENSEEEG00000027876	TAF5L
ENSP00000006526	ENSG00000005448	WDR54	ENSEEEP00000007963	ENSEEEG00000004155	WDR54
ENSP00000573131	ENSG00000143167	GPA33	ENSEEEP00000024610	ENSEEEG00000011929	GPA33
ENSP00000355902	ENSG00000092978	GPATCH2	ENSEEEP00000053968	ENSEEEG00000026092	serbp1b
ENSP00000356529	ENSG00000143333	RGS16	ENSEEEP00000037169	ENSEEEG00000017661	rgs5b
ENSP00000601183	ENSG00000116830	TTF2	ENSEEEP00000043966	ENSEEEG00000020766	TTF2
ENSP00000579335	ENSG00000028116	VRK2	ENSEEEP00000034644	ENSEEEG00000016477	VRK2
ENSP00000498042	ENSG00000118655	DCLRE1B	ENSEEEP00000054454	ENSEEEG00000008244	dclre1b
ENSP00000509836	ENSG00000060642	PIGV	ENSEEEP00000013758	ENSEEEG00000006850	PIGV
ENSP00000484182	ENSG00000143570	SLC39A1	ENSEEEP00000056331	ENSEEEG00000027626	SLC39A1
ENSP00000601480	ENSG00000174842	GLMN	ENSEEEP00000023613	ENSEEEG00000011443	glmna
ENSP00000288710	ENSG00000157856	DRC1	ENSEEEP00000043988	ENSEEEG00000020781	DRC1
ENSP00000579857	ENSG00000115020	PIKFYVE	ENSEEEP00000006400	ENSEEEG00000002340	PIKFYVE
ENSP00000383840	ENSG00000132763	MMACHC	ENSEEEP00000026286	ENSEEEG00000012715	MMACHC
ENSP00000356853	ENSG00000143179	UCK2	ENSEEEP00000013479	ENSEEEG00000006732	uck2a
ENSP00000574685	ENSG00000116489	CAPZA1	ENSEEEP00000052223	ENSEEEG00000024482	capza1a
ENSP00000318264	ENSG00000115459	ELMOD3	ENSEEEP00000039965	ENSEEEG00000018950	
ENSP00000613017	ENSG00000121481	RNF2	ENSEEEP00000041729	ENSEEEG00000019736	RNF2
ENSP00000590411	ENSG00000162735	PEX19	ENSEEEP00000013228	ENSEEEG00000006628	pex19
ENSP00000474487	ENSG00000271601	LIX1L	ENSEEEP00000047381	ENSEEEG00000022301	LIX1L
ENSP00000573058	ENSG00000204859	ZBTB48	ENSEEEP00000041239	ENSEEEG00000019516	ZBTB48
ENSP00000574030	ENSG00000115652	UXS1	ENSEEEP00000001773	ENSEEEG00000000651	UXS1
ENSP00000442837	ENSG00000127074	RGS13	ENSEEEP00000025194	ENSEEEG00000012216	RGS13
ENSP00000460924	ENSG00000242485	MRPL20	ENSEEEP00000047071	ENSEEEG00000022156	MRPL20
ENSP00000590102	ENSG00000162928	PEX13	ENSEEEP00000009815	ENSEEEG00000004983	PEX13
ENSP00000572665	ENSG00000168397	ATG4B	ENSEEEP00000063680	ENSEEEG00000004904	ATG4B
ENSP00000355536	ENSG00000116984	MTR	ENSEEEP00000033763	ENSEEEG00000015234	MTR
ENSP00000355870	ENSG00000136630	HLX	ENSEEEP00000044158	ENSEEEG00000020865	hlx1
ENSP00000356404	ENSG00000162630	B3GALT2	ENSEEEP00000025167	ENSEEEG00000012198	B3GALT2
ENSP00000634616	ENSG00000135925	WNT10A	ENSEEEP00000011949	ENSEEEG00000005863	WNT10A
ENSP00000785511	ENSG00000171103	TRMT61B	ENSEEEP00000042270	ENSEEEG00000019965	TRMT61B
ENSP00000375946	ENSG00000163499	CRYBA2	ENSEEEP00000011642	ENSEEEG00000005855	cryba2b
ENSP00000355167	ENSG00000143452	HORMAD1	ENSEEEP00000045423	ENSEEEG00000021444	HORMAD1
ENSP00000497569	ENSG00000117593	DARS2	ENSEEEP00000022005	ENSEEEG00000010563	DARS2
ENSP00000621691	ENSG00000180902	D2HGDH	ENSEEEP00000056258	ENSEEEG00000018093	D2HGDH
ENSP00000519481	ENSG00000156966	B3GNT7	ENSEEEP00000026456	ENSEEEG00000012799	B3GNT7
ENSP00000295049	ENSG00000162944	RFTN2	ENSEEEP00000040696	ENSEEEG00000019284	RFTN2
ENSP00000688704	ENSG00000135930	EIF4E2	ENSEEEP00000016945	ENSEEEG00000008399	EIF4E2
ENSP00000244221	ENSG00000124374	PAIP2B	ENSEEEP00000018216	ENSEEEG00000008952	PAIP2B
ENSP00000572852	ENSG00000075426	FOSL2	ENSEEEP00000012260	ENSEEEG00000006171	FOSL2
ENSP00000403683	ENSG00000173559	NABP1	ENSEEEP00000002886	ENSEEEG00000001649	nabp1a
ENSP00000508876	ENSG00000197780	TAF13	ENSEEEP00000015519	ENSEEEG00000007708	TAF13
ENSP00000495619	ENSG00000163161	ERCC3	ENSEEEP00000022616	ENSEEEG00000010980	ERCC3
ENSP00000581959	ENSG00000189339	SLC35E2B	ENSEEEP00000003461	ENSEEEG00000001928	SLC35E2B
ENSP00000359157	ENSG00000122477	LRRC39	ENSEEEP00000032044	ENSEEEG00000015287	LRRC39
ENSP00000794658	ENSG00000127837	AAMP	ENSEEEP00000049419	ENSEEEG00000023229	AAMP
ENSP00000741560	ENSG00000116809	ZBTB17	ENSEEEP00000029976	ENSEEEG00000014362	ZBTB17
ENSP00000604718	ENSG00000018699	TTC27	ENSEEEP00000058522	ENSEEEG00000011936	TTC27
ENSP00000559827	ENSG00000151689	INPP1	ENSEEEP00000063561	ENSEEEG00000028018	si:ch211-160o17.2
ENSP00000538515	ENSG00000160783	PMF1	ENSEEEP00000032026	ENSEEEG00000015281	si:dkey-6i22.5
ENSP00000332875	ENSG00000173557	CIMIP2C	ENSEEEP00000019337	ENSEEEG00000009474	FAM166C
ENSP00000501211	ENSG00000144406	UNC80	ENSEEEP00000038545	ENSEEEG00000018295	UNC80
ENSP00000604308	ENSG00000168288	MMADHC	ENSEEEP00000048261	ENSEEEG00000022727	MMADHC
ENSP00000356988	ENSG00000158793	NIT1	ENSEEEP00000033114	ENSEEEG00000015757	NIT1
ENSP00000547572	ENSG00000162391	FAM151A	ENSEEEP00000023272	ENSEEEG00000011283	FAM151A
ENSP00000714466	ENSG00000115592	PRKAG3	ENSEEEP00000040109	ENSEEEG00000018996	prkag3b
ENSP00000667683	ENSG00000137944	KYAT3	ENSEEEP00000026684	ENSEEEG00000012550	KYAT3
ENSP00000709777	ENSG00000122085	MTERF4	ENSEEEP00000012989	ENSEEEG00000006535	MTERF4
ENSP00000642005	ENSG00000136732	GYPC	ENSEEEP00000059315	ENSEEEG00000028953	GYPC
ENSP00000623461	ENSG00000115561	CHMP3	ENSEEEP00000058220	ENSEEEG00000028622	chmp3
ENSP00000395249	ENSG00000144567	RETREG2	ENSEEEP00000006626	ENSEEEG00000003511	retreg2
ENSP00000568577	ENSG00000144485	HES6	ENSEEEP00000024850	ENSEEEG00000012040	her13
ENSP00000572227	ENSG00000132196	HSD17B7	ENSEEEP00000014279	ENSEEEG00000007099	HSD17B7
ENSP00000346340	ENSG00000198612	COPS8	ENSEEEP00000045525	ENSEEEG00000021481	COPS8
ENSP00000648449	ENSG00000183386	FHL3	ENSEEEP00000064050	ENSEEEG00000027895	fhl3a
ENSP00000304147	ENSG00000172428	COPS9	ENSEEEP00000046923	ENSEEEG00000022092	COPS9
ENSP00000364986	ENSG00000116771	AGMAT	ENSEEEP00000061764	ENSEEEG00000002126	AGMAT
ENSP00000541420	ENSG00000023909	GCLM	ENSEEEP00000003071	ENSEEEG00000001742	GCLM
ENSP00000533943	ENSG00000125459	MSTO1	ENSEEEP00000005573	ENSEEEG00000002931	MSTO1
ENSP00000389087	ENSG00000124357	NAGK	ENSEEEP00000018214	ENSEEEG00000008950	NAGK
ENSP00000380254	ENSG00000218739	CEBPZOS	ENSEEEP00000019657	ENSEEEG00000009627	CEBPZOS
ENSP00000799638	ENSG00000126698	DNAJC8	ENSEEEP00000025719	ENSEEEG00000012426	DNAJC8
ENSP00000691305	ENSG00000134686	PHC2	ENSEEEP00000052154	ENSEEEG00000024448	phc2b
ENSP00000629750	ENSG00000182827	ACBD3	ENSEEEP00000019871	ENSEEEG00000009692	ACBD3
ENSP00000561323	ENSG00000189409	MMP23B	ENSEEEP00000003567	ENSEEEG00000001951	MMP23B
ENSP00000596612	ENSG00000239779	WBP1	ENSEEEP00000037071	ENSEEEG00000017606	si:ch73-290k24.6
ENSP00000567351	ENSG00000168758	SEMA4C	ENSEEEP00000056615	ENSEEEG00000026464	SEMA4C
ENSP00000361803	ENSG00000084070	SMAP2	ENSEEEP00000048883	ENSEEEG00000022987	SMAP2
